Ano;Território;Desemprego 25-34 anos;Desemprego 35-44 anos;Desemprego 45-54 anos;Desemprego 55+ anos;População com 1º Ciclo;População com 2º Ciclo;População com 3º Ciclo/Secundário;Pré-Escolar;População Empregada - Homens;População Empregada - Mulheres;População Empregada - Total
2017;Seixal;1187.4;1433.9;1301.9;1518.3;393.5;827.8;1693.3;223.3;8429.0;6667.0;5983.3
2017;Sernancelhe;47.7;46.6;47.3;57.8;;;500.0;300.0;395.0;331.0;234.0
2017;Serpa;155.5;160.8;167.8;160.1;;;1133.3;;915.0;768.0;758.8
2017;Sertã;112.8;102.7;118.6;107.9;1050.0;750.0;1100.0;1400.0;1056.0;946.0;537.1
2017;Sesimbra;306.7;399.5;394.3;336.8;720.0;;2583.3;483.3;2389.0;2028.0;1585.3
2017;Setúbal;980.4;1169.1;1087.3;1212.9;403.7;823.5;1623.1;234.8;10184.0;8404.0;5000.3
2017;Sever do Vouga;68.5;53.9;66.8;116.6;;;2500.0;;1217.0;797.0;355.6
2017;Silves;210.8;253.8;251.1;288.2;428.6;1750.0;772.7;140.0;2821.0;2237.0;1101.0
2017;Sines;156.3;198.2;160.3;186.3;1100.0;;640.0;200.0;3815.0;1596.0;817.1
2017;Sintra;2264.2;2770.3;3179.9;3117.8;378.4;786.0;1368.5;241.6;28805.0;21269.0;12410.7
2017;Sobral de Monte Agraço;45.9;55.8;52.6;67.1;;;2600.0;200.0;826.0;572.0;247.4
2017;Soure;96.8;97.3;91.0;158.7;2300.0;;1800.0;1700.0;832.0;1115.0;510.7
2017;Sousel;33.7;45.5;39.8;42.3;400.0;;225.0;;358.0;319.0;186.7
2017;Sátão;105.8;93.1;119.3;180.7;;;760.0;1500.0;667.0;635.0;581.4
2017;São Brás de Alportel;39.4;58.6;60.4;60.9;650.0;;1450.0;400.0;781.0;599.0;245.7
2017;São João da Madeira;139.4;143.2;168.1;200.5;1000.0;4300.0;1512.5;2500.0;5407.0;5071.0;734.2
2017;São João da Pesqueira;56.8;48.0;45.3;65.8;;700.0;600.0;;479.0;386.0;264.4
2017;São Pedro do Sul;125.6;134.5;141.8;197.3;;2500.0;5400.0;;941.0;1144.0;703.5
2017;São Roque do Pico;;;;;400.0;250.0;300.0;;287.0;194.0;481.0
2017;São Vicente;;;;;433.3;66.7;300.0;;252.0;227.0;479.0
2017;Tabuaço;78.3;73.6;97.5;145.9;;;150.0;;211.0;203.0;471.4
2017;Tarouca;107.2;103.6;152.7;148.1;;450.0;333.3;1100.0;698.0;371.0;599.0
2017;Tavira;134.2;148.1;141.3;186.1;600.0;2900.0;2400.0;162.5;2325.0;2257.0;661.3
2017;Terras de Bouro;63.6;63.1;89.3;75.2;500.0;;350.0;;436.0;469.0;332.8
2017;Tomar;226.5;228.7;240.1;261.8;1140.0;;7700.0;680.0;2482.0;2442.0;1096.0
2017;Tondela;120.1;119.9;138.6;169.0;;;3033.3;;2464.0;2432.0;645.6
2017;Torre de Moncorvo;73.7;58.7;92.2;102.3;1100.0;;1400.0;;359.0;402.0;385.8
2017;Torres Novas;213.8;241.9;226.0;214.8;966.7;1150.0;1488.9;400.0;3734.0;3083.0;1010.0
2017;Torres Vedras;462.0;613.7;605.3;612.1;450.0;922.2;1991.7;476.9;8721.0;7126.0;2588.8
2017;Trancoso;54.2;40.6;48.1;50.9;;;700.0;;851.0;599.0;243.0
2017;Trofa;289.8;333.3;462.1;610.8;833.3;1700.0;686.7;660.0;7288.0;4345.0;1914.1
2017;Tábua;62.6;73.4;90.8;118.9;;;2300.0;;1263.0;1463.0;406.5
2017;Vagos;101.4;105.6;95.7;133.9;3400.0;;1600.0;;2403.0;2013.0;493.0
2017;Vale de Cambra;99.6;109.3;103.9;167.5;900.0;;;;3775.0;2446.0;537.3
2017;Valença;77.8;80.3;116.9;134.7;1200.0;1500.0;1800.0;1500.0;1332.0;1261.0;460.6
2017;Valongo;991.3;1318.5;1483.1;1542.0;446.7;1155.6;1783.3;506.7;7687.0;5293.0;5946.9
2017;Valpaços;128.9;121.2;165.7;200.6;;700.0;1200.0;;622.0;680.0;697.8
2017;Velas;;;;;1200.0;250.0;200.0;;415.0;352.0;767.0
2017;Vendas Novas;49.8;76.3;52.8;58.9;1300.0;;642.9;800.0;986.0;986.0;292.8
2017;Viana do Alentejo;52.7;49.3;43.4;44.4;;;;;306.0;293.0;225.8
2017;Viana do Castelo;556.1;550.2;619.3;995.8;1190.9;4400.0;1618.2;541.7;10501.0;8371.0;3083.6
2017;Vidigueira;82.0;81.3;73.5;76.7;1000.0;;700.0;700.0;298.0;379.0;375.7
2017;Vieira do Minho;137.3;155.6;210.3;203.1;;;733.3;;633.0;536.0;806.1
2017;Vila Flor;47.9;79.2;104.4;96.7;;;650.0;;331.0;395.0;366.3
2017;Vila Franca de Xira;828.1;953.0;844.2;1045.9;338.1;808.3;886.7;234.5;13753.0;9317.0;4060.8
2017;Vila Franca do Campo;;;;;420.0;550.0;340.0;250.0;502.0;406.0;908.0
2017;Vila Nova da Barquinha;49.1;46.8;36.7;34.8;;;2200.0;;235.0;238.0;203.2
2017;Vila Nova de Cerveira;38.1;43.4;52.5;64.3;1000.0;400.0;633.3;700.0;1588.0;1458.0;222.8
2017;Vila Nova de Famalicão;825.5;909.3;1065.5;1445.3;526.1;2320.0;1117.2;339.1;20807.0;16221.0;4883.4
2017;Vila Nova de Foz Côa;57.8;56.8;51.4;61.1;;350.0;1200.0;700.0;412.0;360.0;260.2
2017;Vila Nova de Gaia;3717.3;4677.4;5980.3;5925.4;484.2;1445.8;1641.1;386.5;28086.0;21492.0;22619.0
2017;Vila Nova de Paiva;56.8;42.1;43.9;57.6;;;;;223.0;243.0;235.2
2017;Vila Nova de Poiares;49.5;52.1;61.0;57.5;;;;200.0;683.0;664.0;264.2
2017;Vila Pouca de Aguiar;103.6;104.9;163.3;188.4;;1900.0;3400.0;;820.0;530.0;651.8
2017;Vila Real;648.8;630.0;641.7;694.3;1880.0;850.0;2422.2;1833.3;4341.0;3928.0;2946.5
2017;Vila Real de Santo António;151.4;184.9;154.4;192.3;1800.0;400.0;1140.0;500.0;1768.0;1815.0;751.7
2017;Vila Velha de Ródão;12.3;15.0;7.8;28.2;;700.0;300.0;;467.0;298.0;70.6
2017;Vila Verde;311.8;325.3;330.3;368.5;3250.0;2700.0;2350.0;980.0;3882.0;3256.0;1566.8
2017;Vila Viçosa;65.4;68.3;62.9;58.7;1100.0;;875.0;600.0;976.0;502.0;310.9
2017;Vila da Praia da Vitória;;;;;250.0;1500.0;500.0;2800.0;1414.0;989.0;2403.0
2017;Vila de Rei;19.0;12.7;16.0;19.8;250.0;;;;197.0;323.0;78.9
2017;Vila do Bispo;39.0;39.1;37.7;33.5;300.0;200.0;;;718.0;664.0;162.1
2017;Vila do Conde;544.3;636.4;751.9;875.9;433.3;3200.0;2444.4;471.4;11123.0;7945.0;3157.5
2017;Vila do Porto;;;;;;;170.0;;474.0;310.0;784.0
2017;Vimioso;33.4;34.4;32.1;41.2;;;300.0;;186.0;240.0;166.5
2017;Vinhais;63.0;66.9;89.8;112.4;;;;;275.0;253.0;370.7
2017;Viseu;907.2;910.8;797.5;996.3;2028.6;2128.6;3230.8;925.0;11200.0;9054.0;4158.5
2017;Vizela;147.6;123.3;176.6;355.9;137.5;;405.9;400.0;3016.0;3478.0;921.8
2017;Vouzela;63.7;66.3;82.8;109.3;;1800.0;600.0;;583.0;1007.0;378.1
2017;Águeda;256.8;251.9;259.5;323.9;2000.0;1125.0;2366.7;500.0;7133.0;5702.0;1280.8
2017;Évora;488.9;533.9;445.3;344.5;1214.3;957.1;1108.3;418.2;6885.0;5669.0;2102.6
2017;Ílhavo;261.1;284.2;289.2;319.3;;816.7;2014.3;866.7;3199.0;3040.0;1301.0
2017;Óbidos;54.8;61.8;82.1;78.0;1100.0;;580.0;;1504.0;1324.0;308.6
2018;Abrantes;263.9;309.9;332.0;329.3;5600.0;566.7;1066.7;2800.0;3063.0;2551.0;1409.1
2018;Aguiar da Beira;27.4;20.6;34.2;57.7;;;275.0;;425.0;461.0;162.0
2018;Alandroal;28.6;40.1;40.5;33.4;500.0;;500.0;;279.0;321.0;164.6
2018;Albergaria-a-Velha;117.3;114.8;112.7;158.5;;2900.0;;2000.0;3996.0;2461.0;576.8
2018;Albufeira;465.0;458.5;390.9;347.3;640.0;666.7;1462.5;227.3;8779.0;8629.0;1855.8
2018;Alcanena;56.0;60.3;64.3;62.3;1600.0;1800.0;2350.0;;2123.0;1580.0;275.3
2018;Alcobaça;215.3;236.6;231.0;328.5;;1183.3;2616.7;600.0;6694.0;5952.0;1166.9
2018;Alcochete;89.3;123.4;147.0;114.2;1700.0;900.0;914.3;300.0;2029.0;1728.0;523.8
2018;Alcoutim;6.2;8.9;9.8;11.8;;;;50.0;122.0;178.0;41.7
2018;Alcácer do Sal;42.7;52.9;43.3;64.7;;;3300.0;;932.0;863.0;235.2
2018;Alenquer;169.3;241.3;206.3;261.2;2050.0;4700.0;5950.0;625.0;5927.0;3518.0;958.7
2018;Alfândega da Fé;50.8;54.1;52.6;73.5;;800.0;700.0;;191.0;168.0;263.1
2018;Alijó;115.2;103.3;132.3;180.8;;1100.0;1900.0;1100.0;690.0;664.0;589.8
2018;Aljezur;29.2;27.5;26.0;44.2;;;300.0;;411.0;439.0;134.8
2018;Aljustrel;78.7;64.2;68.6;61.3;700.0;;850.0;;1125.0;585.0;318.1
2018;Almada;1133.6;1429.3;1423.6;1687.1;459.3;1955.6;2438.2;287.5;8865.0;10605.0;6150.3
2018;Almeida;27.4;17.1;34.8;58.1;;;475.0;;336.0;460.0;156.4
2018;Almeirim;115.5;143.8;116.3;141.8;866.7;1450.0;837.5;1900.0;1702.0;1362.0;580.8
2018;Almodôvar;30.3;38.1;42.8;74.8;700.0;;1500.0;800.0;332.0;493.0;209.2
2018;Alpiarça;25.1;35.7;40.5;52.3;;900.0;;;707.0;431.0;167.7
2018;Alter do Chão;26.9;28.7;28.7;29.4;;;200.0;;154.0;248.0;135.8
2018;Alvaiázere;30.3;24.6;30.1;43.8;800.0;;;;658.0;399.0;150.3
2018;Alvito;12.1;14.2;13.1;11.0;;;;;104.0;98.0;61.1
2018;Amadora;1011.4;1094.7;1084.5;1257.3;300.0;648.0;1575.0;251.5;17547.0;14242.0;4844.2
2018;Amarante;401.9;441.8;517.1;818.9;7600.0;1033.3;496.2;1900.0;5085.0;3219.0;2534.4
2018;Amares;117.6;106.2;114.1;152.6;2200.0;;;;1817.0;1048.0;570.1
2018;Anadia;104.1;96.9;100.1;195.9;1900.0;1000.0;1287.5;500.0;2994.0;2590.0;555.4
2018;Angra do Heroísmo;;;;;293.3;420.0;500.0;920.0;3208.0;2777.0;5985.0
2018;Ansião;54.9;49.8;73.3;85.6;1500.0;1900.0;;;1200.0;1023.0;299.0
2018;Arcos de Valdevez;77.9;76.5;99.2;190.8;1600.0;;1260.0;333.3;1885.0;2275.0;492.2
2018;Arganil;63.5;59.8;80.3;135.3;;;1850.0;;900.0;994.0;394.6
2018;Armamar;48.4;41.3;71.7;73.8;;600.0;900.0;;414.0;367.0;270.6
2018;Arouca;65.8;76.3;79.5;178.0;1400.0;2100.0;1750.0;;2486.0;1552.0;459.4
2018;Arraiolos;29.8;30.3;41.1;41.0;;;900.0;;542.0;539.0;165.0
2018;Arronches;21.0;17.3;16.6;20.1;;;150.0;;165.0;238.0;88.6
2018;Arruda dos Vinhos;39.2;68.7;68.4;78.6;1000.0;;;1100.0;1703.0;1043.0;280.7
2018;Aveiro;481.3;522.1;467.3;669.9;1166.7;3866.7;3023.1;630.0;14707.0;10890.0;2361.8
2018;Avis;23.8;27.1;26.8;31.8;;500.0;133.3;;402.0;385.0;133.8
2018;Azambuja;83.8;86.9;92.5;113.5;;1500.0;1533.3;550.0;4937.0;3139.0;429.1
2018;Baião;182.8;198.7;275.1;306.1;2200.0;2400.0;800.0;500.0;1144.0;935.0;1109.3
2018;Barcelos;459.7;425.5;413.6;795.5;1871.4;1462.5;1317.4;2380.0;15689.0;15661.0;2396.8
2018;Barrancos;20.2;22.8;41.1;23.8;;;200.0;;121.0;100.0;127.3
2018;Barreiro;580.5;727.6;722.7;857.0;590.9;600.0;1677.3;162.5;3898.0;4123.0;3216.6
2018;Batalha;43.8;57.3;55.9;68.3;;900.0;2700.0;700.0;2754.0;1857.0;263.3
2018;Beja;290.5;298.5;237.4;217.9;1320.0;1175.0;1133.3;600.0;3686.0;3002.0;1212.1
2018;Belmonte;50.4;56.8;61.3;72.9;;;1900.0;800.0;480.0;768.0;270.1
2018;Benavente;221.0;249.6;234.2;257.3;1250.0;925.0;2333.3;2500.0;3557.0;2549.0;1092.0
2018;Bombarral;46.2;50.0;63.9;75.8;1100.0;;975.0;;1036.0;911.0;259.8
2018;Borba;44.8;45.4;54.4;29.3;;;1300.0;700.0;492.0;450.0;214.8
2018;Boticas;20.5;23.6;34.5;67.9;;;250.0;133.3;360.0;407.0;161.8
2018;Braga;1352.8;1490.8;1434.6;1849.5;735.9;671.1;1189.2;675.0;28286.0;20779.0;6831.5
2018;Bragança;234.5;206.6;171.9;175.4;5450.0;3900.0;3100.0;920.0;2971.0;2900.0;929.2
2018;Cabeceiras de Basto;153.3;160.1;166.9;191.8;;;775.0;;1178.0;945.0;789.8
2018;Cadaval;52.3;66.9;66.4;85.7;900.0;;700.0;700.0;1003.0;946.0;306.7
2018;Caldas da Rainha;236.4;272.6;264.6;287.0;491.7;490.0;1550.0;511.1;5125.0;5848.0;1205.7
2018;Calheta [R.A.A.];;;;;;600.0;50.0;50.0;206.0;240.0;446.0
2018;Calheta [R.A.M.];;;;;700.0;175.0;385.7;;1177.0;633.0;1810.0
2018;Caminha;75.4;67.2;85.4;127.6;;;4400.0;650.0;947.0;996.0;380.3
2018;Campo Maior;79.3;70.8;65.9;79.1;;;314.3;350.0;1262.0;981.0;343.9
2018;Cantanhede;151.6;165.5;168.8;236.3;5400.0;;1477.8;1066.7;3724.0;3152.0;828.3
2018;Carrazeda de Ansiães;61.7;62.8;55.3;44.2;;;700.0;;259.0;272.0;258.4
2018;Carregal do Sal;31.8;39.8;48.5;90.8;;;4300.0;;914.0;811.0;237.0
2018;Cartaxo;87.0;117.1;125.5;139.1;1150.0;3100.0;1257.1;900.0;1476.0;1302.0;514.2
2018;Cascais;969.4;1425.9;1627.4;2087.8;172.6;376.6;991.3;179.7;18029.0;16969.0;6622.1
2018;Castanheira de Pêra;14.9;11.3;24.0;32.7;;;;;148.0;193.0;106.1
2018;Castelo Branco;303.2;327.4;355.9;481.8;;8500.0;2900.0;440.0;5126.0;4849.0;1629.5
2018;Castelo de Paiva;119.3;139.5;217.6;231.1;550.0;466.7;725.0;;1209.0;1329.0;827.3
2018;Castelo de Vide;19.3;14.7;16.2;19.0;;;900.0;;203.0;284.0;78.8
2018;Castro Daire;126.4;132.5;150.8;191.5;;;3600.0;1700.0;995.0;714.0;716.5
2018;Castro Marim;26.3;30.9;34.8;44.7;500.0;;;500.0;497.0;503.0;154.3
2018;Castro Verde;44.3;43.3;43.1;45.3;;;650.0;;2164.0;713.0;206.3
2018;Celorico da Beira;51.7;38.9;32.9;66.3;;;766.7;;451.0;517.0;219.6
2018;Celorico de Basto;112.7;160.4;221.2;291.0;3200.0;1700.0;2800.0;;1099.0;1015.0;876.7
2018;Chamusca;38.0;42.5;32.8;53.3;900.0;;;;876.0;611.0;187.3
2018;Chaves;286.7;296.6;358.6;559.3;3200.0;3050.0;4050.0;820.0;2950.0;2580.0;1673.1
2018;Cinfães;141.3;178.3;239.5;336.2;1250.0;;190.0;;1727.0;677.0;1020.1
2018;Coimbra;966.8;950.8;939.8;969.8;1038.9;1727.3;1095.6;290.0;14928.0;13942.0;4281.3
2018;Condeixa-a-Nova;69.3;86.1;70.1;90.6;;;;;1025.0;1093.0;352.5
2018;Constância;25.9;42.0;33.8;25.8;1300.0;;750.0;;506.0;359.0;140.8
2018;Coruche;114.0;129.3;149.5;191.3;700.0;1600.0;2400.0;1200.0;1485.0;1150.0;668.7
2018;Corvo;;;;;;100.0;;;58.0;28.0;86.0
2018;Covilhã;302.5;341.2;379.0;594.1;;3150.0;1960.0;1250.0;4334.0;4014.0;1798.0
2018;Crato;23.8;18.9;30.8;35.7;;;250.0;;144.0;255.0;124.5
2018;Cuba;41.3;32.6;42.4;31.9;;;;;211.0;186.0;175.3
2018;Câmara de Lobos;;;;;1125.0;633.3;1440.0;560.0;1634.0;898.0;2532.0
2018;Elvas;308.9;319.0;294.0;263.8;;3100.0;1000.0;1600.0;1557.0;1265.0;1382.8
2018;Entroncamento;109.0;112.3;85.7;82.9;3200.0;;3033.3;440.0;1559.0;1257.0;458.0
2018;Espinho;281.1;351.8;474.6;533.7;2600.0;;3440.0;1550.0;2197.0;2221.0;1794.1
2018;Esposende;135.2;156.8;142.8;233.0;5000.0;;2900.0;466.7;4004.0;3066.0;762.8
2018;Estarreja;148.3;142.4;151.1;224.7;1400.0;;6300.0;1100.0;3907.0;1933.0;754.9
2018;Estremoz;88.8;71.3;78.4;70.9;;;2650.0;1000.0;1254.0;1145.0;392.0
2018;Fafe;392.9;354.8;412.4;719.1;1320.0;837.5;940.0;571.4;4643.0;4968.0;2162.7
2018;Faro;305.8;294.6;250.3;310.1;542.9;3850.0;1647.1;194.1;8522.0;8287.0;1295.2
2018;Felgueiras;324.1;293.9;343.3;624.4;484.6;1180.0;572.7;323.1;9635.0;8804.0;1836.9
2018;Ferreira do Alentejo;56.3;55.0;50.3;43.8;1500.0;;1100.0;;831.0;549.0;231.2
2018;Ferreira do Zêzere;22.6;32.6;32.1;34.2;;;;400.0;870.0;686.0;147.9
2018;Figueira da Foz;355.7;493.1;446.8;664.7;1760.0;3750.0;8700.0;780.0;7231.0;5395.0;2202.8
2018;Figueira de Castelo Rodrigo;52.5;43.3;39.5;40.3;;;300.0;400.0;258.0;359.0;208.3
2018;Figueiró dos Vinhos;29.3;27.6;33.8;56.7;;;450.0;300.0;293.0;293.0;175.4
2018;Fornos de Algodres;31.1;24.9;30.4;36.0;;;500.0;;281.0;315.0;155.8
2018;Freixo de Espada à Cinta;41.8;46.8;35.8;36.8;;166.7;;;176.0;96.0;195.4
2018;Fronteira;21.6;28.2;26.7;36.1;;;125.0;;228.0;193.0;130.3
2018;Funchal;;;;;376.9;2171.4;2112.1;223.1;15962.0;14802.0;30764.0
2018;Fundão;145.4;152.0;186.8;325.6;;;3466.7;3400.0;2641.0;2209.0;913.4
2018;Gavião;24.2;27.2;24.8;14.9;;;350.0;;94.0;198.0;107.8
2018;Golegã;22.9;27.7;28.6;28.3;1000.0;;;400.0;363.0;444.0;117.7
2018;Gondomar;1304.3;1551.5;2039.9;2287.5;504.5;1558.3;1556.7;348.4;9808.0;7322.0;7919.4
2018;Gouveia;78.3;87.1;92.3;110.1;;;;1500.0;672.0;880.0;462.6
2018;Grândola;75.1;77.8;74.1;96.3;650.0;850.0;;;909.0;1072.0;357.7
2018;Guarda;287.1;284.0;308.3;317.6;8600.0;5000.0;3400.0;1400.0;4907.0;3879.0;1380.2
2018;Guimarães;899.7;948.5;1196.1;2279.3;2175.0;2162.5;1838.5;633.3;25758.0;21737.0;5953.9
2018;Góis;21.4;26.8;28.5;38.5;;;;;185.0;304.0;138.8
2018;Horta;;;;;460.0;1100.0;900.0;550.0;1296.0;1246.0;2542.0
2018;Idanha-a-Nova;72.3;84.0;76.6;120.8;;;300.0;1000.0;512.0;423.0;400.8
2018;Lagoa;184.8;158.8;186.7;212.1;357.1;560.0;622.2;375.0;3614.0;3118.0;837.3
2018;Lagoa [R.A.A.];;;;;466.7;2200.0;616.7;500.0;1257.0;614.0;1871.0
2018;Lagos;188.3;240.4;213.4;237.1;207.7;433.3;1310.0;127.3;3925.0;3921.0;981.9
2018;Lajes das Flores;;;;;;;;;54.0;65.0;119.0
2018;Lajes do Pico;;;;;;350.0;600.0;;150.0;241.0;391.0
2018;Lamego;338.8;360.1;454.2;569.7;5600.0;3100.0;766.7;2100.0;1750.0;1624.0;1922.3
2018;Leiria;538.5;620.8;543.0;648.0;1216.7;1800.0;2010.0;424.1;20302.0;15608.0;2687.7
2018;Loulé;411.8;433.9;418.3;446.9;775.0;1150.0;1035.0;540.0;12101.0;10467.0;1891.7
2018;Loures;1147.8;1303.8;1348.4;1742.8;190.9;589.3;889.2;261.5;25675.0;17180.0;6030.6
2018;Lourinhã;128.0;159.7;126.2;148.2;1200.0;3900.0;709.1;;2068.0;1737.0;636.0
2018;Lousada;251.7;232.7;297.2;571.0;1125.0;1000.0;626.7;2150.0;5352.0;5380.0;1600.4
2018;Lousã;86.9;120.8;124.7;114.6;;;;;1273.0;1084.0;524.3
2018;Macedo de Cavaleiros;132.8;125.8;119.9;146.4;3300.0;1300.0;477.8;;833.0;782.0;602.9
2018;Machico;;;;;700.0;;1260.0;566.7;1425.0;1026.0;2451.0
2018;Madalena;;;;;1000.0;366.7;900.0;800.0;612.0;496.0;1108.0
2018;Mafra;230.7;428.4;421.2;398.0;509.1;1120.0;566.7;490.0;10485.0;5789.0;1593.3
2018;Maia;852.1;1062.7;1235.4;1634.8;915.4;976.5;2181.8;338.5;27513.0;18795.0;5269.2
2018;Mangualde;95.0;108.4;150.3;222.8;;;2000.0;;3409.0;1604.0;657.8
2018;Manteigas;17.8;16.4;21.6;33.3;;;175.0;;202.0;245.0;101.4
2018;Marco de Canaveses;476.3;530.6;668.5;728.5;2066.7;1275.0;1011.1;5700.0;5946.0;3251.0;2839.2
2018;Marinha Grande;188.5;246.8;230.8;236.8;660.0;1100.0;1470.0;3600.0;6822.0;4099.0;1027.7
2018;Marvão;10.4;16.1;24.3;17.9;;;300.0;;131.0;178.0;81.8
2018;Matosinhos;1166.3;1394.3;1778.0;2504.8;673.7;1623.1;2017.6;508.0;24017.0;19673.0;7423.5
2018;Mação;30.4;32.0;30.3;43.8;;;400.0;;485.0;486.0;157.5
2018;Mealhada;69.2;82.9;78.7;103.6;;;;340.0;2712.0;1626.0;382.3
2018;Melgaço;19.9;27.6;28.6;37.9;;;1100.0;;358.0;503.0;130.0
2018;Mesão Frio;52.1;57.6;63.3;91.8;;;700.0;;166.0;179.0;299.0
2018;Mira;58.1;73.3;73.3;99.6;;;;1100.0;868.0;941.0;335.7
2018;Miranda do Corvo;54.6;63.8;68.6;84.8;2100.0;;5000.0;1100.0;487.0;589.0;314.3
2018;Miranda do Douro;34.0;42.4;47.3;39.3;;;;;453.0;479.0;189.7
2018;Mirandela;231.3;216.1;218.5;252.7;;;2433.3;;1449.0;1582.0;1051.8
2018;Mogadouro;57.2;59.1;86.8;106.6;;1300.0;2400.0;;506.0;469.0;350.3
2018;Moimenta da Beira;115.0;139.4;123.2;167.2;;900.0;537.5;1400.0;708.0;668.0;634.5
2018;Moita;548.8;679.9;657.3;740.3;571.4;3300.0;1592.9;322.2;2223.0;1805.0;2926.5
2018;Monchique;24.9;29.0;41.3;72.3;700.0;;;;298.0;356.0;182.5
2018;Mondim de Basto;50.7;62.0;80.0;103.4;;1100.0;;;356.0;308.0;338.1
2018;Monforte;61.3;50.7;33.3;30.7;;250.0;75.0;;252.0;235.0;214.2
2018;Montalegre;43.8;36.1;86.9;110.3;;200.0;540.0;;510.0;422.0;308.3
2018;Montemor-o-Novo;72.1;64.8;61.8;86.8;;1800.0;1433.3;650.0;1560.0;1215.0;325.1
2018;Montemor-o-Velho;154.8;170.1;180.6;232.5;;;;800.0;1424.0;1337.0;831.0
2018;Montijo;434.6;524.3;496.9;466.7;455.6;680.0;1688.9;244.4;4120.0;4303.0;2151.2
2018;Monção;42.6;77.2;79.3;112.0;1900.0;950.0;1666.7;1800.0;1292.0;1273.0;337.1
2018;Mora;18.5;21.1;19.4;32.1;700.0;;300.0;;299.0;388.0;109.8
2018;Mortágua;27.3;23.1;28.6;51.2;;;;900.0;1289.0;989.0;150.4
2018;Moura;197.7;198.4;198.5;228.8;2700.0;360.0;444.4;;993.0;822.0;981.3
2018;Mourão;43.5;42.5;34.9;34.7;200.0;;150.0;;115.0;83.0;188.8
2018;Murtosa;37.1;40.8;43.5;50.8;800.0;;;800.0;652.0;638.0;189.2
2018;Murça;57.8;63.3;95.4;97.3;;;733.3;;234.0;219.0;344.4
2018;Mértola;34.8;42.7;59.1;81.6;;;1300.0;;407.0;396.0;247.8
2018;Mêda;15.3;15.7;10.3;20.8;;;;;243.0;294.0;73.1
2018;Nazaré;66.6;79.8;71.5;112.0;1400.0;650.0;625.0;1100.0;1127.0;1344.0;361.5
2018;Nelas;73.3;94.3;92.1;112.2;;2100.0;5500.0;600.0;1624.0;1291.0;429.2
2018;Nisa;36.3;37.5;41.6;54.2;;;900.0;;249.0;408.0;198.8
2018;Nordeste;;;;;100.0;600.0;100.0;;224.0;162.0;386.0
2018;Odemira;157.8;172.3;172.3;214.5;520.0;2400.0;1475.0;383.3;3756.0;2849.0;767.8
2018;Odivelas;753.3;879.1;842.1;943.0;478.9;1511.1;2104.0;248.3;8307.0;6599.0;3701.4
2018;Oeiras;671.8;1006.7;1066.8;1309.1;220.9;1618.2;2518.5;273.2;38456.0;32894.0;4374.8
2018;Oleiros;15.5;12.4;18.3;46.2;;;266.7;300.0;373.0;213.0;103.8
2018;Olhão;197.1;227.3;177.7;237.1;1025.0;1040.0;3100.0;211.1;3077.0;2768.0;950.3
2018;Oliveira de Azeméis;233.3;212.8;296.0;423.2;1080.0;6300.0;4375.0;2200.0;12195.0;7258.0;1318.6
2018;Oliveira de Frades;51.0;53.3;56.8;76.6;;;1266.7;;1888.0;1218.0;287.3
2018;Oliveira do Bairro;108.3;103.1;76.0;133.7;;;2000.0;;2953.0;2471.0;490.8
2018;Oliveira do Hospital;117.4;107.9;131.8;171.3;;;3400.0;666.7;2021.0;2015.0;628.7
2018;Ourique;19.6;33.2;35.0;46.3;800.0;;400.0;600.0;387.0;427.0;153.0
2018;Ourém;133.9;130.0;134.1;201.8;2950.0;2200.0;1033.3;1500.0;6081.0;5662.0;686.3
2018;Ovar;341.4;382.2;432.3;618.4;1180.0;3450.0;1860.0;557.1;7560.0;6163.0;1977.9
2018;Palmela;268.3;352.9;340.2;467.8;725.0;1340.0;800.0;363.6;14689.0;6244.0;1550.4
2018;Pampilhosa da Serra;12.5;13.1;29.3;39.3;;400.0;166.7;100.0;184.0;334.0;105.2
2018;Paredes;618.8;675.3;840.0;1231.3;672.7;1030.0;1675.0;711.1;10322.0;6461.0;3809.2
2018;Paredes de Coura;25.2;25.2;28.2;67.5;600.0;;;;482.0;578.0;162.2
2018;Paços de Ferreira;309.1;336.2;472.5;795.0;475.0;711.1;681.0;372.7;7987.0;6694.0;2161.7
2018;Pedrógão Grande;15.5;13.8;32.6;38.3;;;800.0;;236.0;226.0;117.1
2018;Penacova;51.6;48.5;48.3;97.5;;;2600.0;;1090.0;625.0;283.3
2018;Penafiel;470.5;494.6;607.5;845.1;;1740.0;1106.7;1440.0;7115.0;6645.0;2835.3
2018;Penalva do Castelo;33.3;54.6;62.6;105.3;;;3400.0;;569.0;371.0;288.4
2018;Penamacor;25.2;30.6;43.9;54.8;;;375.0;;186.0;237.0;170.5
2018;Penedono;16.0;24.2;14.2;25.3;;600.0;;;141.0;137.0;99.3
2018;Penela;14.5;19.5;14.1;40.3;;;750.0;;765.0;535.0;101.2
2018;Peniche;165.0;176.8;196.1;191.5;1066.7;740.0;7900.0;325.0;2107.0;2165.0;812.0
2018;Peso da Régua;206.9;196.5;241.7;317.2;;1150.0;1033.3;1300.0;982.0;986.0;1086.0
2018;Pinhel;35.5;32.5;30.3;40.6;;;1550.0;;574.0;526.0;164.3
2018;Pombal;234.2;226.3;232.3;288.8;2950.0;;1862.5;960.0;6803.0;5035.0;1140.1
