Ano;Território;Desemprego 25-34 anos;Desemprego 35-44 anos;Desemprego 45-54 anos;Desemprego 55+ anos;População com 1º Ciclo;População com 2º Ciclo;População com 3º Ciclo/Secundário;Pré-Escolar;População Empregada - Homens;População Empregada - Mulheres;População Empregada - Total
2011;Nazaré;221.2;179.6;169.3;141.8;260.0;180.0;48.4;133.3;;;828.0
2011;Nelas;134.6;126.3;140.9;136.8;400.0;733.3;71.9;112.5;;;610.6
2011;Nisa;61.7;69.5;53.4;56.7;;500.0;42.9;;;;270.7
2011;Odemira;272.9;296.6;306.7;245.8;66.7;57.1;45.2;36.8;;;1248.7
2011;Odivelas;1451.0;1492.0;1306.1;1165.3;50.0;120.5;198.4;52.3;;;5923.4
2011;Oeiras;1381.6;1578.8;1410.3;1331.8;54.8;153.7;258.6;66.0;;;6199.6
2011;Oleiros;15.5;13.9;22.1;20.0;;100.0;60.0;200.0;;;85.1
2011;Olhão;676.4;695.0;563.3;366.4;109.7;117.2;91.8;41.7;;;2594.3
2011;Oliveira de Azeméis;519.3;513.8;604.3;605.1;69.0;91.7;62.4;90.9;;;2543.7
2011;Oliveira de Frades;64.3;66.7;65.3;71.3;275.0;250.0;56.3;200.0;;;306.7
2011;Oliveira do Bairro;234.8;220.2;183.4;144.9;150.0;153.8;102.3;125.0;;;886.3
2011;Oliveira do Hospital;220.1;168.8;183.1;136.9;475.0;69.6;40.3;100.0;;;844.7
2011;Ourique;74.0;72.1;70.0;75.3;;25.0;23.1;300.0;;;326.8
2011;Ourém;324.0;364.0;286.3;218.2;146.2;120.0;50.9;525.0;;;1405.7
2011;Ovar;685.3;834.8;895.0;761.8;143.8;152.4;107.8;128.6;;;3525.3
2011;Palmela;630.8;703.6;603.0;528.5;42.5;78.3;89.4;61.3;;;2705.2
2011;Pampilhosa da Serra;22.1;25.4;29.5;23.9;100.0;50.0;33.3;;;;120.2
2011;Paredes;1237.8;1464.3;1526.9;971.6;72.0;95.3;45.1;128.0;;;5954.8
2011;Paredes de Coura;83.8;88.8;97.3;76.2;88.9;150.0;33.3;66.7;;;398.6
2011;Paços de Ferreira;643.7;786.4;1007.6;791.5;53.1;78.3;38.8;100.0;;;3635.4
2011;Pedrógão Grande;33.1;35.8;57.3;38.0;;;100.0;;;;189.9
2011;Penacova;115.8;92.7;110.1;107.9;650.0;375.0;263.6;600.0;;;494.2
2011;Penafiel;903.8;960.8;898.9;710.3;123.1;181.6;50.6;150.0;;;4112.4
2011;Penalva do Castelo;80.8;82.7;85.7;70.8;200.0;900.0;90.5;;;;369.8
2011;Penamacor;31.9;37.3;30.7;23.7;;;61.5;;;;144.1
2011;Penedono;28.2;23.5;19.0;10.5;500.0;500.0;22.2;100.0;;;95.2
2011;Penela;39.1;30.8;39.2;41.8;500.0;900.0;150.0;300.0;;;175.1
2011;Peniche;373.6;303.0;322.4;262.8;116.7;163.2;121.2;109.1;;;1459.6
2011;Peso da Régua;270.0;231.0;260.0;182.9;766.7;141.2;135.5;66.7;;;1110.1
2011;Pinhel;78.3;90.0;100.2;53.4;;50.0;187.5;1300.0;;;356.8
2011;Pombal;355.9;381.2;363.7;318.8;122.6;106.5;77.3;106.3;;;1636.5
2011;Ponte da Barca;145.9;131.6;137.3;78.8;375.0;450.0;126.7;25.0;;;581.7
2011;Ponte de Lima;429.3;457.2;484.8;374.5;100.0;400.0;100.0;154.5;;;1969.3
2011;Ponte de Sor;234.3;263.6;417.2;267.3;600.0;177.8;87.2;71.4;;;1309.8
2011;Portalegre;353.3;259.4;230.8;167.5;700.0;158.3;141.1;110.0;;;1217.6
2011;Portel;77.7;81.3;82.3;69.4;150.0;16.7;112.5;66.7;;;347.5
2011;Portimão;952.1;983.6;876.3;614.6;45.3;87.7;102.1;65.2;;;3828.7
2011;Porto;3442.9;3292.7;3958.1;2954.7;55.8;143.7;116.5;92.1;;;15199.0
2011;Porto de Mós;218.8;227.7;195.3;158.3;150.0;82.4;45.6;233.3;;;902.1
2011;Proença-a-Nova;57.9;39.4;59.1;59.3;500.0;400.0;71.4;;;;244.5
2011;Póvoa de Lanhoso;228.5;214.1;260.4;249.7;137.5;580.0;97.3;200.0;;;1090.6
2011;Póvoa de Varzim;861.0;835.4;913.8;836.6;119.6;226.2;80.1;54.3;;;3941.2
2011;Redondo;81.8;73.2;72.8;48.8;;57.1;42.9;85.7;;;324.8
2011;Reguengos de Monsaraz;138.8;132.8;124.0;82.6;128.6;233.3;45.7;800.0;;;554.6
2011;Resende;180.8;196.8;208.1;94.8;600.0;160.0;25.5;75.0;;;810.6
2011;Ribeira de Pena;81.5;76.2;117.2;79.1;1400.0;50.0;31.8;;;;412.1
2011;Rio Maior;194.0;180.9;147.4;142.1;82.4;135.7;63.8;122.2;;;760.5
2011;Sabrosa;77.8;64.9;82.3;63.2;1000.0;75.0;41.2;;;;331.4
2011;Sabugal;80.1;56.5;68.3;55.9;;200.0;116.7;;;;318.8
2011;Salvaterra de Magos;294.8;332.3;362.1;326.4;200.0;60.0;60.5;166.7;;;1497.8
2011;Santa Comba Dão;80.3;82.5;103.8;104.0;;1300.0;90.0;250.0;;;406.8
2011;Santa Maria da Feira;1625.0;2004.9;2372.3;1924.2;38.4;118.4;95.7;193.9;;;8776.5
2011;Santa Marta de Penaguião;100.4;107.2;112.1;91.2;1600.0;700.0;225.0;;;;466.3
2011;Santarém;648.3;569.0;526.7;401.1;137.8;126.3;141.4;105.0;;;2439.3
2011;Santiago do Cacém;244.8;177.9;211.8;201.8;220.0;123.3;180.0;77.8;;;969.8
2011;Santo Tirso;1053.0;1237.3;1927.6;1713.7;44.0;158.0;65.1;225.0;;;6661.8
2011;Sardoal;50.8;37.7;37.0;30.0;;500.0;72.7;;;;201.3
2011;Seia;269.1;247.4;373.7;363.2;1800.0;183.3;188.2;233.3;;;1458.8
2011;Seixal;1728.8;1780.0;1639.6;1372.8;71.5;133.9;207.5;39.5;;;7287.1
2011;Sernancelhe;44.3;39.8;62.5;37.9;500.0;100.0;33.3;500.0;;;219.0
2011;Serpa;189.7;236.8;211.3;181.3;50.0;162.5;38.5;350.0;;;920.7
2011;Sertã;129.2;147.7;129.0;87.2;600.0;120.0;46.7;125.0;;;622.3
2011;Sesimbra;513.3;563.8;436.2;278.0;82.9;97.8;126.2;125.0;;;1983.4
2011;Setúbal;1510.4;1563.0;1417.0;1120.8;99.1;269.1;195.3;60.0;;;6258.0
2011;Sever do Vouga;88.6;85.7;121.8;129.8;750.0;116.7;47.8;;;;479.0
2011;Silves;436.7;465.0;441.2;297.1;56.8;93.1;67.0;69.2;;;1796.5
2011;Sines;168.1;139.5;135.9;75.6;107.7;260.0;72.4;30.8;;;613.1
2011;Sintra;4232.4;5218.8;4280.3;3034.0;57.3;110.3;182.8;77.0;;;18408.5
2011;Sobral de Monte Agraço;72.4;84.8;65.2;56.8;22.2;60.0;111.1;40.0;;;330.3
2011;Soure;147.9;151.6;158.3;166.0;566.7;271.4;181.8;100.0;;;696.8
2011;Sousel;45.8;33.5;37.3;26.9;100.0;150.0;45.5;100.0;;;173.9
2011;Sátão;124.3;133.8;146.8;97.7;;1300.0;115.0;;;;583.3
2011;São Brás de Alportel;87.2;105.3;75.4;54.2;100.0;100.0;93.8;133.3;;;370.1
2011;São João da Madeira;227.8;226.6;279.4;224.6;70.4;96.2;80.2;177.8;;;1069.7
2011;São João da Pesqueira;67.2;71.0;56.8;55.3;200.0;100.0;41.2;;;;297.1
2011;São Pedro do Sul;155.2;145.7;138.1;132.8;333.3;1050.0;64.7;275.0;;;672.0
2011;Tabuaço;77.9;74.5;108.8;70.6;1100.0;120.0;4.5;;;;377.3
2011;Tarouca;97.8;120.1;129.8;77.1;1600.0;260.0;50.0;350.0;;;499.7
2011;Tavira;302.3;308.9;281.8;184.8;137.5;314.3;129.3;45.5;;;1200.9
2011;Terras de Bouro;91.3;106.0;100.0;74.3;66.7;66.7;8.0;66.7;;;423.0
2011;Tomar;428.5;422.1;372.6;287.0;148.3;445.5;150.6;250.0;;;1790.4
2011;Tondela;162.4;170.3;197.8;193.8;;483.3;193.9;1700.0;;;861.7
2011;Torre de Moncorvo;84.8;83.6;133.8;109.9;;1300.0;117.6;500.0;;;471.8
2011;Torres Novas;349.6;307.1;292.3;232.9;172.2;291.7;150.0;200.0;;;1371.3
2011;Torres Vedras;761.3;759.3;618.0;464.1;51.6;112.7;86.8;61.9;;;3050.3
2011;Trancoso;56.3;45.6;40.2;23.8;850.0;133.3;59.1;;;;202.5
2011;Trofa;583.8;805.1;972.5;796.9;44.4;138.5;82.9;155.6;;;3556.0
2011;Tábua;94.0;102.3;131.5;105.2;160.0;180.0;56.3;200.0;;;517.0
2011;Vagos;213.9;177.8;173.3;148.0;340.0;233.3;107.4;400.0;;;818.8
2011;Vale de Cambra;185.8;133.9;124.2;133.7;133.3;66.7;97.4;800.0;;;672.6
2011;Valença;148.3;165.2;141.3;112.7;162.5;133.3;100.0;100.0;;;657.8
2011;Valongo;1709.3;1912.6;1896.1;1147.3;59.3;150.7;181.1;118.2;;;7708.3
2011;Valpaços;202.7;196.5;238.3;199.6;442.9;225.0;53.1;300.0;;;995.3
2011;Vendas Novas;99.5;86.3;59.9;52.5;142.9;72.7;117.9;100.0;;;359.8
2011;Viana do Alentejo;58.1;49.9;46.8;23.8;600.0;125.0;84.6;133.3;;;215.8
2011;Viana do Castelo;1066.9;1141.3;1167.8;810.2;200.0;178.5;136.9;91.7;;;4746.7
2011;Vidigueira;69.3;67.6;57.1;57.7;50.0;;140.0;250.0;;;290.3
2011;Vieira do Minho;181.0;191.8;212.7;195.6;1500.0;325.0;34.3;50.0;;;865.4
2011;Vila Flor;70.4;82.6;88.4;82.3;700.0;200.0;71.4;100.0;;;359.4
2011;Vila Franca de Xira;1676.2;1601.7;1332.2;1172.0;45.3;63.4;124.0;50.6;;;6540.7
2011;Vila Nova da Barquinha;77.5;52.9;37.8;29.4;400.0;166.7;111.8;300.0;;;236.1
2011;Vila Nova de Cerveira;74.6;62.7;67.2;71.3;340.0;180.0;40.0;133.3;;;321.5
2011;Vila Nova de Famalicão;1460.4;1685.8;2358.2;2248.0;84.5;103.0;49.1;71.0;;;8558.0
2011;Vila Nova de Foz Côa;79.9;66.1;48.9;37.8;;133.3;127.3;150.0;;;288.0
2011;Vila Nova de Gaia;5950.3;7097.3;7313.9;5230.2;65.0;235.1;150.1;113.7;;;28491.3
2011;Vila Nova de Paiva;64.8;54.5;72.1;56.0;166.7;100.0;58.8;;;;301.2
2011;Vila Nova de Poiares;74.6;72.8;56.1;41.5;;300.0;187.5;100.0;;;297.4
2011;Vila Pouca de Aguiar;151.1;129.1;180.8;152.3;2200.0;500.0;60.6;600.0;;;716.4
2011;Vila Real;755.7;580.9;589.0;467.7;118.4;221.6;151.2;162.5;;;2788.8
2011;Vila Real de Santo António;317.7;318.5;293.8;175.3;160.0;112.5;97.9;100.0;;;1258.6
2011;Vila Velha de Ródão;13.3;10.6;16.8;30.2;;300.0;66.7;;;;81.1
2011;Vila Verde;537.3;530.9;489.4;374.5;53.9;271.4;92.7;120.0;;;2267.8
2011;Vila Viçosa;101.7;86.6;70.9;27.3;600.0;433.3;105.9;50.0;;;343.2
2011;Vila de Rei;16.8;12.4;19.1;18.5;;200.0;18.2;;;;80.8
2011;Vila do Bispo;39.3;35.3;37.9;33.0;75.0;;50.0;50.0;;;167.3
2011;Vila do Conde;968.6;1094.4;1239.5;1081.1;76.9;296.8;105.8;138.5;;;4942.7
2011;Vimioso;46.2;25.8;40.8;25.3;;75.0;40.0;;;;165.3
2011;Vinhais;80.6;73.9;98.2;67.9;1200.0;500.0;28.6;400.0;;;370.0
2011;Viseu;1382.8;1095.8;997.6;902.8;383.3;217.5;181.7;362.5;;;5014.8
2011;Vizela;247.6;322.6;485.8;511.4;45.0;67.7;55.6;50.0;;;1731.0
2011;Vouzela;64.6;65.9;73.9;79.8;;88.9;53.3;;;;333.3
2011;Águeda;467.1;417.5;477.8;395.8;390.0;94.7;145.9;92.9;;;2044.6
2011;Évora;752.8;618.1;478.1;347.3;275.0;221.4;166.7;96.6;;;2607.1
2011;Ílhavo;532.9;468.6;416.5;297.4;455.6;278.6;266.7;154.5;;;1965.4
2011;Óbidos;103.7;104.8;111.2;104.8;75.0;187.5;20.9;200.0;;;479.6
2012;Abrantes;696.6;661.1;521.5;433.3;1166.7;370.0;259.4;287.5;;;2685.8
2012;Aguiar da Beira;40.8;35.3;48.5;27.0;;;26.7;;;;183.9
2012;Alandroal;79.7;93.5;74.1;54.0;400.0;500.0;75.0;200.0;;;358.4
2012;Albergaria-a-Velha;291.8;293.9;282.5;207.1;625.0;161.5;227.3;188.9;;;1256.4
2012;Albufeira;829.4;955.7;795.7;460.0;96.2;177.8;65.1;62.5;;;3334.8
2012;Alcanena;162.8;108.4;130.3;75.3;175.0;525.0;370.0;;;;568.8
2012;Alcobaça;663.3;673.0;712.2;541.0;115.6;478.6;124.3;200.0;;;2987.0
2012;Alcochete;222.8;272.7;214.3;108.9;60.0;171.4;186.4;42.9;;;905.2
2012;Alcoutim;17.1;16.5;15.3;9.0;;25.0;11.1;25.0;;;65.1
2012;Alcácer do Sal;153.1;121.5;130.8;94.8;200.0;114.3;100.0;85.7;;;600.2
2012;Alenquer;604.5;687.3;532.8;338.7;113.0;128.0;186.1;154.5;;;2449.3
2012;Alfândega da Fé;64.6;76.3;77.9;71.4;;166.7;60.0;;;;330.1
2012;Alijó;186.3;145.4;176.3;128.8;700.0;366.7;100.0;;;;726.9
2012;Aljezur;71.2;73.4;74.0;42.9;150.0;25.0;33.3;;;;301.3
2012;Aljustrel;78.3;91.8;84.7;64.9;350.0;200.0;75.0;100.0;;;367.6
2012;Almada;2400.9;2520.0;2228.6;1644.9;107.1;135.4;348.6;82.4;;;9882.6
2012;Almeida;48.5;35.8;51.8;42.8;;;100.0;500.0;;;211.0
2012;Almeirim;377.1;389.6;316.4;256.3;78.6;300.0;275.0;300.0;;;1509.0
2012;Almodôvar;89.9;96.7;94.2;130.6;;600.0;50.0;200.0;;;484.6
2012;Alpiarça;97.2;118.3;101.0;102.2;250.0;350.0;61.5;600.0;;;471.3
2012;Alter do Chão;47.4;36.1;33.4;26.3;;200.0;114.3;;;;173.8
2012;Alvaiázere;58.1;61.3;64.9;48.9;;75.0;80.0;200.0;;;284.6
2012;Alvito;33.9;26.6;13.3;19.8;100.0;;;;;;115.4
2012;Amadora;2858.0;2952.7;2608.2;2111.2;74.8;131.8;239.5;78.9;;;11924.8
2012;Amarante;1007.0;1130.6;1158.0;883.8;406.7;200.0;63.0;800.0;;;4833.4
2012;Amares;346.9;378.0;314.6;244.2;2500.0;633.3;168.8;;;;1440.6
2012;Anadia;309.3;282.0;292.2;250.7;825.0;370.0;384.2;112.5;;;1297.8
2012;Ansião;131.3;142.0;137.8;129.6;800.0;185.7;158.8;85.7;;;626.1
2012;Arcos de Valdevez;242.7;212.1;247.3;184.7;190.9;733.3;126.9;57.1;;;1077.0
2012;Arganil;119.2;106.9;167.0;98.6;233.3;100.0;94.4;;;;584.6
2012;Armamar;77.3;99.3;95.1;63.4;900.0;300.0;75.0;200.0;;;414.4
2012;Arouca;200.1;179.8;189.8;138.7;141.7;107.1;111.5;350.0;;;860.8
2012;Arraiolos;91.5;102.5;75.3;54.0;400.0;800.0;100.0;200.0;;;384.6
2012;Arronches;42.5;25.3;34.1;14.2;;150.0;33.3;100.0;;;144.3
2012;Arruda dos Vinhos;150.4;167.9;111.4;88.1;46.2;350.0;121.1;50.0;;;569.4
2012;Aveiro;1234.9;1030.9;881.5;655.8;358.3;400.0;315.4;113.3;;;4342.1
2012;Avis;55.8;53.0;55.5;24.4;;100.0;300.0;;;;223.6
2012;Azambuja;279.8;269.3;233.8;169.8;200.0;155.6;58.3;8.7;;;1075.9
2012;Baião;414.7;438.3;497.4;326.6;283.3;45.5;23.9;120.0;;;1996.7
2012;Barcelos;1336.0;1397.1;1656.9;1481.2;214.3;202.6;109.1;295.0;;;6828.8
2012;Barrancos;33.8;41.5;44.6;22.3;50.0;66.7;50.0;;;;175.3
2012;Barreiro;1173.8;1344.0;1079.9;824.9;128.9;226.5;392.2;67.5;;;4963.5
2012;Batalha;165.1;158.8;148.2;129.1;250.0;400.0;133.3;160.0;;;680.8
2012;Beja;636.6;515.9;397.3;234.6;204.5;194.7;170.0;130.8;;;2078.2
2012;Belmonte;117.5;93.2;114.8;74.2;;350.0;233.3;600.0;;;454.3
2012;Benavente;443.2;544.2;429.8;297.5;125.0;95.7;86.1;216.7;;;1978.1
2012;Bombarral;169.9;182.5;147.9;122.8;250.0;433.3;272.7;300.0;;;721.3
2012;Borba;115.8;102.1;101.5;50.7;;900.0;133.3;600.0;;;436.3
2012;Boticas;58.3;53.8;65.8;73.8;;300.0;80.0;;;;304.9
2012;Braga;3439.5;3318.6;3089.3;2586.5;262.1;303.7;240.1;153.8;;;13954.6
2012;Bragança;624.2;498.4;346.3;286.8;1333.3;610.0;469.7;230.8;;;2088.0
2012;Cabeceiras de Basto;324.9;321.0;323.0;183.7;1950.0;160.0;41.0;;;;1405.3
2012;Cadaval;158.3;174.9;148.3;106.9;100.0;450.0;85.7;300.0;;;667.8
2012;Caldas da Rainha;760.9;800.8;690.7;480.5;138.5;109.1;140.6;318.2;;;3124.9
2012;Caminha;234.8;216.6;210.4;156.3;750.0;1900.0;307.7;166.7;;;913.8
2012;Campo Maior;139.9;120.8;97.9;66.0;;150.0;55.6;33.3;;;515.8
2012;Cantanhede;424.7;371.8;328.0;297.8;685.7;308.3;465.0;285.7;;;1628.8
2012;Carrazeda de Ansiães;75.8;79.2;58.8;51.6;;266.7;50.0;66.7;;;305.4
2012;Carregal do Sal;106.6;111.4;108.9;88.7;800.0;250.0;281.8;;;;477.3
2012;Cartaxo;326.5;374.4;320.1;187.0;153.8;178.6;154.1;55.6;;;1358.8
2012;Cascais;2393.0;2742.3;2477.8;1949.8;52.2;206.7;245.8;96.9;;;10621.6
2012;Castanheira de Pêra;34.1;40.8;62.8;42.2;;33.3;100.0;;;;211.9
2012;Castelo Branco;941.2;809.9;720.6;608.4;566.7;766.7;342.6;616.7;;;3508.1
2012;Castelo de Paiva;295.8;389.9;440.3;252.0;93.8;31.6;24.5;200.0;;;1567.2
2012;Castelo de Vide;29.2;30.4;27.0;13.1;;;62.5;;;;126.3
2012;Castro Daire;147.5;153.5;164.1;149.2;;350.0;78.6;800.0;;;717.1
2012;Castro Marim;88.2;105.7;101.3;65.4;400.0;400.0;100.0;50.0;;;403.8
2012;Castro Verde;96.1;89.4;72.4;68.6;50.0;450.0;59.1;;;;398.7
2012;Celorico da Beira;101.8;96.9;83.3;93.8;;;75.0;1000.0;;;440.7
2012;Celorico de Basto;354.8;363.6;386.3;220.4;316.7;125.0;21.1;;;;1583.6
2012;Chamusca;119.3;117.3;129.0;103.8;200.0;220.0;433.3;;;;533.3
2012;Chaves;717.7;582.8;616.4;490.8;1516.7;1040.0;282.9;112.5;;;2799.1
2012;Cinfães;423.3;465.9;462.2;369.3;350.0;93.3;20.0;;;;1942.7
2012;Coimbra;2344.3;1953.3;1720.5;1125.1;190.7;366.0;386.3;96.0;;;8171.4
2012;Condeixa-a-Nova;201.5;217.3;153.6;103.6;700.0;725.0;1033.3;400.0;;;761.3
2012;Constância;66.4;50.1;39.3;27.0;;150.0;116.7;;;;227.7
2012;Coruche;231.2;245.8;280.7;292.5;171.4;177.8;182.4;650.0;;;1192.9
2012;Covilhã;815.4;771.8;854.0;814.4;900.0;283.3;230.9;416.7;;;3696.7
2012;Crato;42.5;44.0;33.1;41.7;;;100.0;;;;196.2
2012;Cuba;72.8;68.2;63.9;37.8;;400.0;128.6;;;;276.2
2012;Elvas;507.9;382.5;324.7;154.9;222.2;168.8;126.8;350.0;;;1668.6
2012;Entroncamento;317.2;244.3;154.3;86.2;122.2;371.4;295.2;71.4;;;930.8
2012;Espinho;691.0;735.8;862.7;665.7;161.1;225.0;167.1;420.0;;;3348.1
2012;Esposende;427.1;384.7;422.5;345.3;588.9;600.0;193.9;300.0;;;1822.8
2012;Estarreja;331.0;316.5;318.0;254.8;271.4;312.5;219.2;90.0;;;1448.0
2012;Estremoz;211.5;190.9;150.3;75.8;80.0;212.5;120.7;55.6;;;796.3
2012;Fafe;821.8;735.2;958.7;1027.8;423.1;321.1;105.8;127.8;;;4106.0
2012;Faro;1084.5;1106.9;976.8;612.4;157.6;264.0;196.8;22.9;;;4200.9
2012;Felgueiras;641.3;519.6;747.6;711.3;321.4;164.0;36.8;89.5;;;3121.8
2012;Ferreira do Alentejo;137.1;127.7;121.3;119.0;180.0;400.0;90.0;;;;594.2
2012;Ferreira do Zêzere;74.2;74.3;57.3;35.9;42.9;75.0;69.2;200.0;;;287.3
2012;Figueira da Foz;978.3;1052.5;886.3;705.2;319.0;375.0;606.3;207.7;;;4088.8
2012;Figueira de Castelo Rodrigo;69.5;55.2;58.4;29.3;;166.7;100.0;150.0;;;254.2
2012;Figueiró dos Vinhos;78.8;79.2;103.3;76.9;400.0;600.0;162.5;300.0;;;405.8
2012;Fornos de Algodres;54.4;54.6;72.5;56.9;;600.0;70.0;;;;278.0
2012;Freixo de Espada à Cinta;55.9;63.1;54.6;43.1;;100.0;57.1;75.0;;;264.9
2012;Fronteira;51.0;42.7;46.8;28.7;;600.0;9.1;;;;195.8
2012;Fundão;405.3;352.2;425.9;367.7;;850.0;200.0;1400.0;;;1740.2
2012;Gavião;44.5;50.5;49.2;29.8;;;100.0;;;;209.8
2012;Golegã;59.8;66.8;50.8;26.6;;450.0;500.0;;;;238.1
2012;Gondomar;3253.8;3661.9;3864.3;2437.3;97.0;274.6;193.1;206.3;;;15159.7
2012;Gouveia;193.2;164.8;191.0;196.1;;650.0;205.6;800.0;;;881.4
2012;Grândola;152.2;126.4;117.3;95.9;133.3;300.0;158.3;250.0;;;579.2
2012;Guarda;712.5;676.8;612.6;432.1;700.0;540.0;251.9;614.3;;;2771.0
2012;Guimarães;2256.5;2662.1;3706.9;3684.3;220.6;203.0;110.0;118.8;;;13868.1
2012;Góis;40.3;30.6;34.3;26.3;;;133.3;100.0;;;164.9
2012;Idanha-a-Nova;94.4;103.8;90.1;88.3;;60.0;85.7;250.0;;;436.0
2012;Lagoa;345.8;414.3;395.1;279.7;36.8;143.8;60.4;30.0;;;1591.9
2012;Lagos;534.2;668.8;593.6;347.4;68.2;181.8;176.4;70.0;;;2458.3
2012;Lamego;671.7;611.8;615.8;438.8;331.3;300.0;147.9;230.8;;;2711.4
2012;Leiria;1632.0;1470.8;1315.7;943.1;229.8;260.9;238.3;140.5;;;6178.5
2012;Loulé;1096.9;1176.1;1045.3;681.0;98.0;210.0;125.9;115.8;;;4436.3
2012;Loures;2764.9;2773.5;2456.8;1923.4;51.5;97.1;184.9;67.4;;;11196.0
2012;Lourinhã;355.6;349.6;267.1;172.9;127.8;245.5;102.8;216.7;;;1331.8
2012;Lousada;683.8;722.8;866.3;647.9;87.1;93.5;27.2;400.0;;;3358.2
2012;Lousã;269.3;275.1;210.1;108.3;1100.0;650.0;500.0;900.0;;;1010.3
2012;Macedo de Cavaleiros;225.3;191.3;214.4;208.3;2700.0;575.0;157.9;1000.0;;;965.5
2012;Mafra;806.4;979.7;689.4;424.7;70.7;100.0;74.2;75.0;;;3174.0
2012;Maia;2254.3;2598.6;2559.1;1691.7;149.2;181.2;294.2;83.9;;;10196.3
2012;Mangualde;290.2;261.0;279.9;264.2;1150.0;875.0;400.0;600.0;;;1264.8
2012;Manteigas;35.8;43.4;73.3;44.3;;;36.4;;;;219.7
2012;Marco de Canaveses;1037.2;1204.6;1065.2;663.8;416.7;92.7;42.1;633.3;;;4656.3
2012;Marinha Grande;524.5;554.4;494.7;285.9;114.3;344.4;168.5;190.9;;;2137.1
2012;Marvão;28.1;30.1;27.4;18.4;;500.0;33.3;;;;124.3
2012;Matosinhos;2637.3;2714.0;2940.0;2354.6;120.0;288.5;309.5;126.1;;;11853.1
2012;Mação;74.3;62.8;56.9;59.7;;250.0;108.3;;;;295.9
2012;Mealhada;261.4;221.5;193.7;150.3;1300.0;2600.0;716.7;110.0;;;971.3
2012;Melgaço;61.8;41.1;31.3;21.8;300.0;375.0;100.0;;;;198.9
2012;Mesão Frio;111.4;103.6;128.5;70.4;;250.0;41.7;;;;480.9
2012;Mira;143.8;116.9;120.3;142.3;533.3;1500.0;300.0;200.0;;;597.9
2012;Miranda do Corvo;145.6;132.2;113.8;88.9;1100.0;540.0;210.0;600.0;;;572.3
2012;Miranda do Douro;107.2;73.3;58.2;44.6;;900.0;180.0;;;;325.7
2012;Mirandela;428.1;382.2;372.9;308.4;;1100.0;216.7;140.0;;;1744.6
2012;Mogadouro;111.0;97.8;121.4;91.8;;650.0;129.4;;;;485.8
2012;Moimenta da Beira;172.4;121.3;162.8;122.3;;1000.0;65.5;366.7;;;679.3
2012;Moita;1121.8;1188.3;1075.9;728.3;166.7;173.0;168.6;166.7;;;4626.9
2012;Monchique;67.3;71.4;83.1;67.1;;200.0;37.5;50.0;;;315.5
2012;Mondim de Basto;111.4;119.8;108.3;86.3;1500.0;150.0;88.9;;;;517.0
2012;Monforte;53.8;45.9;32.8;19.3;;33.3;16.7;;;;193.2
2012;Montalegre;79.8;86.7;88.9;73.4;;250.0;42.9;;;;374.8
2012;Montemor-o-Novo;177.8;152.2;132.7;97.3;225.0;260.0;192.3;266.7;;;684.2
2012;Montemor-o-Velho;382.8;360.6;330.8;229.3;2600.0;633.3;733.3;183.3;;;1492.9
2012;Montijo;875.5;952.8;722.5;493.5;74.3;34.7;273.2;88.2;;;3421.8
2012;Monção;168.9;129.8;124.2;114.3;900.0;733.3;241.7;;;;620.4
2012;Mora;44.5;41.8;52.2;47.1;;150.0;150.0;300.0;;;230.2
2012;Mortágua;75.8;65.8;55.9;61.3;;900.0;228.6;250.0;;;301.7
2012;Moura;340.5;318.3;309.3;205.8;136.4;105.6;100.0;133.3;;;1346.8
2012;Mourão;53.1;57.4;32.9;30.1;100.0;57.1;33.3;100.0;;;209.3
2012;Murtosa;128.6;121.6;93.3;67.3;266.7;118.2;107.1;175.0;;;482.7
2012;Murça;73.8;74.8;76.6;58.1;500.0;233.3;100.0;200.0;;;322.1
2012;Mértola;61.2;70.1;88.1;68.0;133.3;33.3;57.9;300.0;;;338.0
2012;Mêda;41.4;24.9;32.3;16.6;;;;;;;134.0
2012;Nazaré;247.4;212.3;205.2;134.4;600.0;300.0;100.0;175.0;;;921.3
2012;Nelas;195.9;177.9;154.3;171.6;300.0;2200.0;155.0;250.0;;;801.8
2012;Nisa;72.5;86.9;74.3;58.4;;500.0;166.7;;;;335.4
2012;Odemira;356.6;364.1;358.7;288.0;121.4;133.3;105.6;108.3;;;1527.3
2012;Odivelas;1853.5;1999.2;1612.3;1366.3;87.4;136.4;253.1;61.1;;;7505.1
2012;Oeiras;1766.1;2035.6;1652.5;1517.8;61.8;184.8;334.4;82.7;;;7659.5
2012;Oleiros;29.6;19.1;32.4;26.8;;;75.0;;;;132.6
2012;Olhão;810.6;879.5;673.9;447.1;181.3;171.4;123.6;70.0;;;3138.9
2012;Oliveira de Azeméis;680.3;653.9;736.4;639.1;105.7;171.9;120.0;164.7;;;3148.9
2012;Oliveira de Frades;99.8;107.7;89.2;82.6;1400.0;;85.7;;;;449.5
2012;Oliveira do Bairro;302.8;283.8;221.3;174.9;380.0;375.0;151.4;166.7;;;1110.3
2012;Oliveira do Hospital;244.7;213.7;220.2;156.4;;123.1;70.7;180.0;;;1014.1
2012;Ourique;86.8;79.3;87.3;83.3;600.0;100.0;40.0;500.0;;;385.4
2012;Ourém;456.2;442.8;362.3;267.7;266.7;200.0;161.5;800.0;;;1775.3
