Ano,Território,Desemprego 25-34 anos,População com 1º Ciclo,População com 2º Ciclo,População com 3º Ciclo/Secundário,Pré-Escolar,População Empregada - Homens,População Empregada - Total,Cluster
2011,Sousel,45.8,100.0,150.0,45.5,100.0,3481.5006715916725,173.9,1
2011,Sátão,124.3,911.898627596439,1300.0,115.0,608.1002453557659,3481.5006715916725,583.3,2
2011,São Brás de Alportel,87.2,100.0,100.0,93.8,133.3,3481.5006715916725,370.1,1
2011,São João da Madeira,227.8,70.4,96.2,80.2,177.8,3481.5006715916725,1069.7,1
2011,São João da Pesqueira,67.2,200.0,100.0,41.2,608.1002453557659,3481.5006715916725,297.1,1
2011,São Pedro do Sul,155.2,333.3,1050.0,64.7,275.0,3481.5006715916725,672.0,1
2011,Tabuaço,77.9,1100.0,120.0,4.5,608.1002453557659,3481.5006715916725,377.3,2
2011,Tarouca,97.8,1600.0,260.0,50.0,350.0,3481.5006715916725,499.7,2
2011,Tavira,302.3,137.5,314.3,129.3,45.5,3481.5006715916725,1200.9,1
2011,Terras de Bouro,91.3,66.7,66.7,8.0,66.7,3481.5006715916725,423.0,1
2011,Tomar,428.5,148.3,445.5,150.6,250.0,3481.5006715916725,1790.4,1
2011,Tondela,162.4,911.898627596439,483.3,193.9,1700.0,3481.5006715916725,861.7,2
2011,Torre de Moncorvo,84.8,911.898627596439,1300.0,117.6,500.0,3481.5006715916725,471.8,2
2011,Torres Novas,349.6,172.2,291.7,150.0,200.0,3481.5006715916725,1371.3,1
2011,Torres Vedras,761.3,51.6,112.7,86.8,61.9,3481.5006715916725,3050.3,1
2011,Trancoso,56.3,850.0,133.3,59.1,608.1002453557659,3481.5006715916725,202.5,1
2011,Trofa,583.8,44.4,138.5,82.9,155.6,3481.5006715916725,3556.0,1
2011,Tábua,94.0,160.0,180.0,56.3,200.0,3481.5006715916725,517.0,1
2011,Vagos,213.9,340.0,233.3,107.4,400.0,3481.5006715916725,818.8,1
2011,Vale de Cambra,185.8,133.3,66.7,97.4,800.0,3481.5006715916725,672.6,1
2011,Valença,148.3,162.5,133.3,100.0,100.0,3481.5006715916725,657.8,1
2011,Valongo,1709.3,59.3,150.7,181.1,118.2,3481.5006715916725,7708.3,0
2011,Valpaços,202.7,442.9,225.0,53.1,300.0,3481.5006715916725,995.3,1
2011,Vendas Novas,99.5,142.9,72.7,117.9,100.0,3481.5006715916725,359.8,1
2011,Viana do Alentejo,58.1,600.0,125.0,84.6,133.3,3481.5006715916725,215.8,1
2011,Viana do Castelo,1066.9,200.0,178.5,136.9,91.7,3481.5006715916725,4746.7,0
2011,Vidigueira,69.3,50.0,996.7853123977756,140.0,250.0,3481.5006715916725,290.3,1
2011,Vieira do Minho,181.0,1500.0,325.0,34.3,50.0,3481.5006715916725,865.4,1
2011,Vila Flor,70.4,700.0,200.0,71.4,100.0,3481.5006715916725,359.4,1
2011,Vila Franca de Xira,1676.2,45.3,63.4,124.0,50.6,3481.5006715916725,6540.7,0
2011,Vila Nova da Barquinha,77.5,400.0,166.7,111.8,300.0,3481.5006715916725,236.1,1
2011,Vila Nova de Cerveira,74.6,340.0,180.0,40.0,133.3,3481.5006715916725,321.5,1
2011,Vila Nova de Famalicão,1460.4,84.5,103.0,49.1,71.0,3481.5006715916725,8558.0,0
2011,Vila Nova de Foz Côa,79.9,911.898627596439,133.3,127.3,150.0,3481.5006715916725,288.0,1
2011,Vila Nova de Paiva,64.8,166.7,100.0,58.8,608.1002453557659,3481.5006715916725,301.2,1
2011,Vila Nova de Poiares,74.6,911.898627596439,300.0,187.5,100.0,3481.5006715916725,297.4,1
2011,Vila Pouca de Aguiar,151.1,2200.0,500.0,60.6,600.0,3481.5006715916725,716.4,2
2011,Vila Real,755.7,118.4,221.6,151.2,162.5,3481.5006715916725,2788.8,1
2011,Vila Real de Santo António,317.7,160.0,112.5,97.9,100.0,3481.5006715916725,1258.6,1
2011,Vila Velha de Ródão,13.3,911.898627596439,300.0,66.7,608.1002453557659,3481.5006715916725,81.1,2
2011,Vila Verde,537.3,53.9,271.4,92.7,120.0,3481.5006715916725,2267.8,1
2011,Vila Viçosa,101.7,600.0,433.3,105.9,50.0,3481.5006715916725,343.2,1
2011,Vila de Rei,16.8,911.898627596439,200.0,18.2,608.1002453557659,3481.5006715916725,80.8,2
2011,Vila do Bispo,39.3,75.0,996.7853123977756,50.0,50.0,3481.5006715916725,167.3,1
2011,Vila do Conde,968.6,76.9,296.8,105.8,138.5,3481.5006715916725,4942.7,0
2011,Vimioso,46.2,911.898627596439,75.0,40.0,608.1002453557659,3481.5006715916725,165.3,1
2011,Vinhais,80.6,1200.0,500.0,28.6,400.0,3481.5006715916725,370.0,2
2011,Viseu,1382.8,383.3,217.5,181.7,362.5,3481.5006715916725,5014.8,0
2011,Vizela,247.6,45.0,67.7,55.6,50.0,3481.5006715916725,1731.0,1
2011,Vouzela,64.6,911.898627596439,88.9,53.3,608.1002453557659,3481.5006715916725,333.3,1
2011,Águeda,467.1,390.0,94.7,145.9,92.9,3481.5006715916725,2044.6,1
2011,Évora,752.8,275.0,221.4,166.7,96.6,3481.5006715916725,2607.1,1
2011,Ílhavo,532.9,455.6,278.6,266.7,154.5,3481.5006715916725,1965.4,1
2011,Óbidos,103.7,75.0,187.5,20.9,200.0,3481.5006715916725,479.6,1
2012,Abrantes,696.6,1166.7,370.0,259.4,287.5,3481.5006715916725,2685.8,1
2012,Aguiar da Beira,40.8,911.898627596439,996.7853123977756,26.7,608.1002453557659,3481.5006715916725,183.9,2
2012,Alandroal,79.7,400.0,500.0,75.0,200.0,3481.5006715916725,358.4,1
2012,Albergaria-a-Velha,291.8,625.0,161.5,227.3,188.9,3481.5006715916725,1256.4,1
2012,Albufeira,829.4,96.2,177.8,65.1,62.5,3481.5006715916725,3334.8,0
2012,Alcanena,162.8,175.0,525.0,370.0,608.1002453557659,3481.5006715916725,568.8,1
2012,Alcobaça,663.3,115.6,478.6,124.3,200.0,3481.5006715916725,2987.0,1
2012,Alcochete,222.8,60.0,171.4,186.4,42.9,3481.5006715916725,905.2,1
2012,Alcoutim,17.1,911.898627596439,25.0,11.1,25.0,3481.5006715916725,65.1,1
2012,Alcácer do Sal,153.1,200.0,114.3,100.0,85.7,3481.5006715916725,600.2,1
2012,Alenquer,604.5,113.0,128.0,186.1,154.5,3481.5006715916725,2449.3,1
2012,Alfândega da Fé,64.6,911.898627596439,166.7,60.0,608.1002453557659,3481.5006715916725,330.1,1
2012,Alijó,186.3,700.0,366.7,100.0,608.1002453557659,3481.5006715916725,726.9,1
2012,Aljezur,71.2,150.0,25.0,33.3,608.1002453557659,3481.5006715916725,301.3,1
2012,Aljustrel,78.3,350.0,200.0,75.0,100.0,3481.5006715916725,367.6,1
2012,Almeida,48.5,911.898627596439,996.7853123977756,100.0,500.0,3481.5006715916725,211.0,2
2012,Almeirim,377.1,78.6,300.0,275.0,300.0,3481.5006715916725,1509.0,1
2012,Almodôvar,89.9,911.898627596439,600.0,50.0,200.0,3481.5006715916725,484.6,1
2012,Alpiarça,97.2,250.0,350.0,61.5,600.0,3481.5006715916725,471.3,1
2012,Alter do Chão,47.4,911.898627596439,200.0,114.3,608.1002453557659,3481.5006715916725,173.8,2
2012,Alvaiázere,58.1,911.898627596439,75.0,80.0,200.0,3481.5006715916725,284.6,1
2012,Alvito,33.9,100.0,996.7853123977756,1160.0324398797595,608.1002453557659,3481.5006715916725,115.4,2
2012,Amarante,1007.0,406.7,200.0,63.0,800.0,3481.5006715916725,4833.4,0
2012,Amares,346.9,2500.0,633.3,168.8,608.1002453557659,3481.5006715916725,1440.6,2
2012,Anadia,309.3,825.0,370.0,384.2,112.5,3481.5006715916725,1297.8,1
2012,Ansião,131.3,800.0,185.7,158.8,85.7,3481.5006715916725,626.1,1
2012,Arcos de Valdevez,242.7,190.9,733.3,126.9,57.1,3481.5006715916725,1077.0,1
2012,Arganil,119.2,233.3,100.0,94.4,608.1002453557659,3481.5006715916725,584.6,1
2012,Armamar,77.3,900.0,300.0,75.0,200.0,3481.5006715916725,414.4,1
2012,Arouca,200.1,141.7,107.1,111.5,350.0,3481.5006715916725,860.8,1
2012,Arraiolos,91.5,400.0,800.0,100.0,200.0,3481.5006715916725,384.6,1
2012,Arronches,42.5,911.898627596439,150.0,33.3,100.0,3481.5006715916725,144.3,1
2012,Arruda dos Vinhos,150.4,46.2,350.0,121.1,50.0,3481.5006715916725,569.4,1
2012,Aveiro,1234.9,358.3,400.0,315.4,113.3,3481.5006715916725,4342.1,0
2012,Avis,55.8,911.898627596439,100.0,300.0,608.1002453557659,3481.5006715916725,223.6,2
2012,Azambuja,279.8,200.0,155.6,58.3,8.7,3481.5006715916725,1075.9,1
2012,Baião,414.7,283.3,45.5,23.9,120.0,3481.5006715916725,1996.7,1
2012,Barcelos,1336.0,214.3,202.6,109.1,295.0,3481.5006715916725,6828.8,0
2012,Barrancos,33.8,50.0,66.7,50.0,608.1002453557659,3481.5006715916725,175.3,1
2012,Barreiro,1173.8,128.9,226.5,392.2,67.5,3481.5006715916725,4963.5,0
2012,Batalha,165.1,250.0,400.0,133.3,160.0,3481.5006715916725,680.8,1
2012,Beja,636.6,204.5,194.7,170.0,130.8,3481.5006715916725,2078.2,1
2012,Belmonte,117.5,911.898627596439,350.0,233.3,600.0,3481.5006715916725,454.3,2
2012,Benavente,443.2,125.0,95.7,86.1,216.7,3481.5006715916725,1978.1,1
2012,Bombarral,169.9,250.0,433.3,272.7,300.0,3481.5006715916725,721.3,1
2012,Borba,115.8,911.898627596439,900.0,133.3,600.0,3481.5006715916725,436.3,2
2012,Boticas,58.3,911.898627596439,300.0,80.0,608.1002453557659,3481.5006715916725,304.9,2
2012,Bragança,624.2,1333.3,610.0,469.7,230.8,3481.5006715916725,2088.0,1
2012,Cabeceiras de Basto,324.9,1950.0,160.0,41.0,608.1002453557659,3481.5006715916725,1405.3,2
2012,Cadaval,158.3,100.0,450.0,85.7,300.0,3481.5006715916725,667.8,1
2012,Caldas da Rainha,760.9,138.5,109.1,140.6,318.2,3481.5006715916725,3124.9,1
2012,Caminha,234.8,750.0,1900.0,307.7,166.7,3481.5006715916725,913.8,2
2012,Campo Maior,139.9,911.898627596439,150.0,55.6,33.3,3481.5006715916725,515.8,1
2012,Cantanhede,424.7,685.7,308.3,465.0,285.7,3481.5006715916725,1628.8,1
2012,Carrazeda de Ansiães,75.8,911.898627596439,266.7,50.0,66.7,3481.5006715916725,305.4,1
2012,Carregal do Sal,106.6,800.0,250.0,281.8,608.1002453557659,3481.5006715916725,477.3,1
2012,Cartaxo,326.5,153.8,178.6,154.1,55.6,3481.5006715916725,1358.8,1
2012,Castanheira de Pêra,34.1,911.898627596439,33.3,100.0,608.1002453557659,3481.5006715916725,211.9,1
2012,Castelo Branco,941.2,566.7,766.7,342.6,616.7,3481.5006715916725,3508.1,0
2012,Castelo de Paiva,295.8,93.8,31.6,24.5,200.0,3481.5006715916725,1567.2,1
2012,Castelo de Vide,29.2,911.898627596439,996.7853123977756,62.5,608.1002453557659,3481.5006715916725,126.3,2
2012,Castro Daire,147.5,911.898627596439,350.0,78.6,800.0,3481.5006715916725,717.1,2
2012,Castro Marim,88.2,400.0,400.0,100.0,50.0,3481.5006715916725,403.8,1
2012,Castro Verde,96.1,50.0,450.0,59.1,608.1002453557659,3481.5006715916725,398.7,1
2012,Celorico da Beira,101.8,911.898627596439,996.7853123977756,75.0,1000.0,3481.5006715916725,440.7,2
2012,Celorico de Basto,354.8,316.7,125.0,21.1,608.1002453557659,3481.5006715916725,1583.6,1
2012,Chamusca,119.3,200.0,220.0,433.3,608.1002453557659,3481.5006715916725,533.3,1
2012,Chaves,717.7,1516.7,1040.0,282.9,112.5,3481.5006715916725,2799.1,1
2012,Cinfães,423.3,350.0,93.3,20.0,608.1002453557659,3481.5006715916725,1942.7,1
2012,Condeixa-a-Nova,201.5,700.0,725.0,1033.3,400.0,3481.5006715916725,761.3,2
2012,Constância,66.4,911.898627596439,150.0,116.7,608.1002453557659,3481.5006715916725,227.7,1
2012,Coruche,231.2,171.4,177.8,182.4,650.0,3481.5006715916725,1192.9,1
2012,Covilhã,815.4,900.0,283.3,230.9,416.7,3481.5006715916725,3696.7,0
2012,Crato,42.5,911.898627596439,996.7853123977756,100.0,608.1002453557659,3481.5006715916725,196.2,2
2012,Cuba,72.8,911.898627596439,400.0,128.6,608.1002453557659,3481.5006715916725,276.2,2
2012,Elvas,507.9,222.2,168.8,126.8,350.0,3481.5006715916725,1668.6,1
2012,Entroncamento,317.2,122.2,371.4,295.2,71.4,3481.5006715916725,930.8,1
2012,Espinho,691.0,161.1,225.0,167.1,420.0,3481.5006715916725,3348.1,1
2012,Esposende,427.1,588.9,600.0,193.9,300.0,3481.5006715916725,1822.8,1
2012,Estarreja,331.0,271.4,312.5,219.2,90.0,3481.5006715916725,1448.0,1
2012,Estremoz,211.5,80.0,212.5,120.7,55.6,3481.5006715916725,796.3,1
2012,Fafe,821.8,423.1,321.1,105.8,127.8,3481.5006715916725,4106.0,0
2012,Faro,1084.5,157.6,264.0,196.8,22.9,3481.5006715916725,4200.9,0
2012,Felgueiras,641.3,321.4,164.0,36.8,89.5,3481.5006715916725,3121.8,1
2012,Ferreira do Alentejo,137.1,180.0,400.0,90.0,608.1002453557659,3481.5006715916725,594.2,1
2012,Ferreira do Zêzere,74.2,42.9,75.0,69.2,200.0,3481.5006715916725,287.3,1
2012,Figueira da Foz,978.3,319.0,375.0,606.3,207.7,3481.5006715916725,4088.8,0
2012,Figueira de Castelo Rodrigo,69.5,911.898627596439,166.7,100.0,150.0,3481.5006715916725,254.2,1
2012,Figueiró dos Vinhos,78.8,400.0,600.0,162.5,300.0,3481.5006715916725,405.8,1
2012,Fornos de Algodres,54.4,911.898627596439,600.0,70.0,608.1002453557659,3481.5006715916725,278.0,2
2012,Freixo de Espada à Cinta,55.9,911.898627596439,100.0,57.1,75.0,3481.5006715916725,264.9,1
2012,Fronteira,51.0,911.898627596439,600.0,9.1,608.1002453557659,3481.5006715916725,195.8,2
2012,Fundão,405.3,911.898627596439,850.0,200.0,1400.0,3481.5006715916725,1740.2,2
2012,Gavião,44.5,911.898627596439,996.7853123977756,100.0,608.1002453557659,3481.5006715916725,209.8,2
2012,Golegã,59.8,911.898627596439,450.0,500.0,608.1002453557659,3481.5006715916725,238.1,2
2012,Gouveia,193.2,911.898627596439,650.0,205.6,800.0,3481.5006715916725,881.4,2
2012,Grândola,152.2,133.3,300.0,158.3,250.0,3481.5006715916725,579.2,1
2012,Guarda,712.5,700.0,540.0,251.9,614.3,3481.5006715916725,2771.0,1
2012,Góis,40.3,911.898627596439,996.7853123977756,133.3,100.0,3481.5006715916725,164.9,2
2012,Idanha-a-Nova,94.4,911.898627596439,60.0,85.7,250.0,3481.5006715916725,436.0,1
2012,Lagoa,345.8,36.8,143.8,60.4,30.0,3481.5006715916725,1591.9,1
2012,Lagos,534.2,68.2,181.8,176.4,70.0,3481.5006715916725,2458.3,1
2012,Lamego,671.7,331.3,300.0,147.9,230.8,3481.5006715916725,2711.4,1
2012,Leiria,1632.0,229.8,260.9,238.3,140.5,3481.5006715916725,6178.5,0
2012,Loulé,1096.9,98.0,210.0,125.9,115.8,3481.5006715916725,4436.3,0
2012,Lourinhã,355.6,127.8,245.5,102.8,216.7,3481.5006715916725,1331.8,1
2012,Lousada,683.8,87.1,93.5,27.2,400.0,3481.5006715916725,3358.2,1
2012,Lousã,269.3,1100.0,650.0,500.0,900.0,3481.5006715916725,1010.3,2
2012,Macedo de Cavaleiros,225.3,2700.0,575.0,157.9,1000.0,3481.5006715916725,965.5,2
2012,Mafra,806.4,70.7,100.0,74.2,75.0,3481.5006715916725,3174.0,1
2012,Mangualde,290.2,1150.0,875.0,400.0,600.0,3481.5006715916725,1264.8,2
2012,Manteigas,35.8,911.898627596439,996.7853123977756,36.4,608.1002453557659,3481.5006715916725,219.7,2
2012,Marco de Canaveses,1037.2,416.7,92.7,42.1,633.3,3481.5006715916725,4656.3,0
2012,Marinha Grande,524.5,114.3,344.4,168.5,190.9,3481.5006715916725,2137.1,1
2012,Marvão,28.1,911.898627596439,500.0,33.3,608.1002453557659,3481.5006715916725,124.3,2
2012,Mação,74.3,911.898627596439,250.0,108.3,608.1002453557659,3481.5006715916725,295.9,2
2012,Mealhada,261.4,1300.0,2600.0,716.7,110.0,3481.5006715916725,971.3,2
2012,Melgaço,61.8,300.0,375.0,100.0,608.1002453557659,3481.5006715916725,198.9,1
2012,Mesão Frio,111.4,911.898627596439,250.0,41.7,608.1002453557659,3481.5006715916725,480.9,1
2012,Mira,143.8,533.3,1500.0,300.0,200.0,3481.5006715916725,597.9,2
2012,Miranda do Corvo,145.6,1100.0,540.0,210.0,600.0,3481.5006715916725,572.3,2
2012,Miranda do Douro,107.2,911.898627596439,900.0,180.0,608.1002453557659,3481.5006715916725,325.7,2
2012,Mirandela,428.1,911.898627596439,1100.0,216.7,140.0,3481.5006715916725,1744.6,1
2012,Mogadouro,111.0,911.898627596439,650.0,129.4,608.1002453557659,3481.5006715916725,485.8,2
2012,Moimenta da Beira,172.4,911.898627596439,1000.0,65.5,366.7,3481.5006715916725,679.3,2
2012,Moita,1121.8,166.7,173.0,168.6,166.7,3481.5006715916725,4626.9,0
2012,Monchique,67.3,911.898627596439,200.0,37.5,50.0,3481.5006715916725,315.5,1
2012,Mondim de Basto,111.4,1500.0,150.0,88.9,608.1002453557659,3481.5006715916725,517.0,2
2012,Monforte,53.8,911.898627596439,33.3,16.7,608.1002453557659,3481.5006715916725,193.2,1
2012,Montalegre,79.8,911.898627596439,250.0,42.9,608.1002453557659,3481.5006715916725,374.8,2
2012,Montemor-o-Novo,177.8,225.0,260.0,192.3,266.7,3481.5006715916725,684.2,1
2012,Montemor-o-Velho,382.8,2600.0,633.3,733.3,183.3,3481.5006715916725,1492.9,2
2012,Montijo,875.5,74.3,34.7,273.2,88.2,3481.5006715916725,3421.8,0
2012,Monção,168.9,900.0,733.3,241.7,608.1002453557659,3481.5006715916725,620.4,2
2012,Mora,44.5,911.898627596439,150.0,150.0,300.0,3481.5006715916725,230.2,1
2012,Mortágua,75.8,911.898627596439,900.0,228.6,250.0,3481.5006715916725,301.7,2
2012,Moura,340.5,136.4,105.6,100.0,133.3,3481.5006715916725,1346.8,1
2012,Mourão,53.1,100.0,57.1,33.3,100.0,3481.5006715916725,209.3,1
2012,Murtosa,128.6,266.7,118.2,107.1,175.0,3481.5006715916725,482.7,1
2012,Murça,73.8,500.0,233.3,100.0,200.0,3481.5006715916725,322.1,1
2012,Mértola,61.2,133.3,33.3,57.9,300.0,3481.5006715916725,338.0,1
2012,Mêda,41.4,911.898627596439,996.7853123977756,1160.0324398797595,608.1002453557659,3481.5006715916725,134.0,2
2012,Nazaré,247.4,600.0,300.0,100.0,175.0,3481.5006715916725,921.3,1
2012,Nelas,195.9,300.0,2200.0,155.0,250.0,3481.5006715916725,801.8,2
2012,Nisa,72.5,911.898627596439,500.0,166.7,608.1002453557659,3481.5006715916725,335.4,2
2012,Odemira,356.6,121.4,133.3,105.6,108.3,3481.5006715916725,1527.3,1
2012,Odivelas,1853.5,87.4,136.4,253.1,61.1,3481.5006715916725,7505.1,0
2012,Oeiras,1766.1,61.8,184.8,334.4,82.7,3481.5006715916725,7659.5,0
2012,Oleiros,29.6,911.898627596439,996.7853123977756,75.0,608.1002453557659,3481.5006715916725,132.6,2
2012,Olhão,810.6,181.3,171.4,123.6,70.0,3481.5006715916725,3138.9,1
2012,Oliveira de Azeméis,680.3,105.7,171.9,120.0,164.7,3481.5006715916725,3148.9,1
2012,Oliveira de Frades,99.8,1400.0,996.7853123977756,85.7,608.1002453557659,3481.5006715916725,449.5,2
2012,Oliveira do Bairro,302.8,380.0,375.0,151.4,166.7,3481.5006715916725,1110.3,1
2012,Oliveira do Hospital,244.7,911.898627596439,123.1,70.7,180.0,3481.5006715916725,1014.1,1
2012,Ourique,86.8,600.0,100.0,40.0,500.0,3481.5006715916725,385.4,1
2012,Ourém,456.2,266.7,200.0,161.5,800.0,3481.5006715916725,1775.3,1
2012,Ovar,849.5,122.2,207.1,175.7,184.6,3481.5006715916725,4101.2,0
2012,Palmela,790.6,89.5,131.4,103.4,71.0,3481.5006715916725,3272.9,1
2012,Pampilhosa da Serra,23.0,100.0,20.0,37.5,608.1002453557659,3481.5006715916725,127.1,1
2012,Paredes,1546.8,94.6,127.9,68.9,195.0,3481.5006715916725,7447.9,0
2012,Paredes de Coura,104.5,160.0,150.0,46.2,50.0,3481.5006715916725,504.2,1
2012,Paços de Ferreira,867.7,119.2,130.0,71.3,110.0,3481.5006715916725,4705.2,0
2012,Pedrógão Grande,36.2,911.898627596439,996.7853123977756,100.0,608.1002453557659,3481.5006715916725,193.8,2
2012,Penacova,153.1,911.898627596439,450.0,775.0,608.1002453557659,3481.5006715916725,630.7,2
2012,Penafiel,1187.3,174.3,212.5,93.6,225.0,3481.5006715916725,5297.5,0
2012,Penalva do Castelo,91.2,200.0,900.0,164.3,608.1002453557659,3481.5006715916725,412.5,1
2012,Penamacor,37.3,911.898627596439,996.7853123977756,100.0,608.1002453557659,3481.5006715916725,178.3,2
2012,Penedono,40.5,600.0,996.7853123977756,1160.0324398797595,100.0,3481.5006715916725,139.1,2
2012,Penela,50.4,911.898627596439,996.7853123977756,166.7,608.1002453557659,3481.5006715916725,211.5,2
2012,Peniche,413.9,210.0,280.0,206.3,107.7,3481.5006715916725,1634.3,1
2012,Peso da Régua,299.2,911.898627596439,311.1,268.8,75.0,3481.5006715916725,1247.0,1
2012,Pinhel,88.7,911.898627596439,133.3,233.3,608.1002453557659,3481.5006715916725,413.9,1
2012,Pombal,449.7,200.0,291.7,174.5,216.7,3481.5006715916725,2037.8,1
2012,Ponte da Barca,161.9,911.898627596439,500.0,180.0,50.0,3481.5006715916725,717.9,1
2012,Ponte de Lima,497.4,175.0,1400.0,152.1,800.0,3481.5006715916725,2335.6,1
2012,Ponte de Sor,251.8,475.0,460.0,118.2,116.7,3481.5006715916725,1406.4,1
2012,Portalegre,392.5,3100.0,416.7,184.8,136.4,3481.5006715916725,1357.0,2
2012,Portel,94.6,911.898627596439,40.0,150.0,150.0,3481.5006715916725,434.4,1
2012,Portimão,1157.9,70.7,129.5,170.8,100.0,3481.5006715916725,4710.8,0
2012,Porto de Mós,275.1,190.0,150.0,75.0,450.0,3481.5006715916725,1214.5,1
2012,Proença-a-Nova,68.0,911.898627596439,266.7,84.2,608.1002453557659,3481.5006715916725,303.5,2
2012,Póvoa de Lanhoso,273.1,371.4,620.0,157.7,216.7,3481.5006715916725,1301.2,1
2012,Póvoa de Varzim,1012.8,150.0,372.0,122.2,55.3,3481.5006715916725,4602.8,0
2012,Redondo,118.6,911.898627596439,200.0,58.8,100.0,3481.5006715916725,456.3,1
2012,Reguengos de Monsaraz,171.0,350.0,533.3,105.6,900.0,3481.5006715916725,683.1,1
2012,Resende,199.0,911.898627596439,200.0,32.5,200.0,3481.5006715916725,957.7,1
2012,Ribeira de Pena,87.8,1000.0,250.0,47.4,608.1002453557659,3481.5006715916725,436.3,2
2012,Rio Maior,236.9,53.8,222.2,115.2,200.0,3481.5006715916725,1022.7,1
2012,Sabrosa,99.3,1100.0,66.7,61.5,400.0,3481.5006715916725,393.5,1
2012,Sabugal,107.7,911.898627596439,187.5,200.0,608.1002453557659,3481.5006715916725,402.4,1
2012,Salvaterra de Magos,350.3,123.1,58.8,116.0,200.0,3481.5006715916725,1709.2,1
2012,Santa Comba Dão,105.7,911.898627596439,996.7853123977756,450.0,450.0,3481.5006715916725,528.2,2
2012,Santa Maria da Feira,1931.3,54.1,217.5,166.7,256.7,3481.5006715916725,9788.3,0
2012,Santa Marta de Penaguião,112.8,911.898627596439,996.7853123977756,900.0,608.1002453557659,3481.5006715916725,487.1,2
2012,Santarém,839.2,196.7,271.4,265.3,193.3,3481.5006715916725,3207.8,0
2012,Santiago do Cacém,446.1,480.0,194.4,211.4,200.0,3481.5006715916725,1588.1,1
2012,Santo Tirso,1242.0,68.5,205.0,94.5,350.0,3481.5006715916725,7083.7,0
2012,Sardoal,62.8,911.898627596439,996.7853123977756,116.7,608.1002453557659,3481.5006715916725,230.0,2
2012,Seia,326.3,1800.0,1350.0,330.0,366.7,3481.5006715916725,1541.5,2
2012,Sernancelhe,58.0,911.898627596439,400.0,60.0,700.0,3481.5006715916725,277.1,2
2012,Serpa,226.6,175.0,350.0,76.7,400.0,3481.5006715916725,1058.4,1
2012,Sertã,161.2,911.898627596439,250.0,117.4,225.0,3481.5006715916725,783.3,1
2012,Sesimbra,658.9,103.8,129.4,182.4,160.0,3481.5006715916725,2586.0,1
2012,Setúbal,1812.1,128.9,302.0,268.9,58.3,3481.5006715916725,7251.9,0
2012,Sever do Vouga,107.1,600.0,116.7,93.3,608.1002453557659,3481.5006715916725,569.8,1
2012,Silves,485.1,110.5,182.4,98.4,81.8,3481.5006715916725,2155.4,1
2012,Sines,347.2,162.5,650.0,96.3,62.5,3481.5006715916725,1204.5,1
2012,Sobral de Monte Agraço,106.1,80.0,111.1,600.0,66.7,3481.5006715916725,457.2,1
2012,Soure,197.8,850.0,700.0,372.7,350.0,3481.5006715916725,848.8,1
2012,Sousel,68.4,911.898627596439,133.3,87.5,608.1002453557659,3481.5006715916725,236.0,1
2012,Sátão,141.3,1400.0,996.7853123977756,133.3,608.1002453557659,3481.5006715916725,646.4,2
2012,São Brás de Alportel,113.8,600.0,100.0,163.6,500.0,3481.5006715916725,462.4,1
2012,São João da Madeira,308.1,79.2,152.9,108.6,300.0,3481.5006715916725,1351.9,1
2012,São João da Pesqueira,99.3,150.0,200.0,60.0,608.1002453557659,3481.5006715916725,383.6,1
2012,São Pedro do Sul,192.8,1100.0,733.3,128.1,750.0,3481.5006715916725,810.3,2
2012,Tabuaço,119.6,911.898627596439,350.0,14.3,608.1002453557659,3481.5006715916725,519.8,2
2012,Tarouca,130.0,911.898627596439,600.0,77.8,800.0,3481.5006715916725,600.3,2
2012,Tavira,386.5,92.3,400.0,208.0,54.5,3481.5006715916725,1604.3,1
2012,Terras de Bouro,103.3,911.898627596439,50.0,54.5,100.0,3481.5006715916725,466.5,1
2012,Tomar,542.0,180.8,750.0,270.2,287.5,3481.5006715916725,2052.1,1
2012,Tondela,220.1,2300.0,700.0,300.0,750.0,3481.5006715916725,1057.4,2
2012,Torre de Moncorvo,79.5,911.898627596439,1400.0,161.5,400.0,3481.5006715916725,451.1,2
2012,Torres Novas,421.7,500.0,333.3,246.9,350.0,3481.5006715916725,1672.3,1
2012,Torres Vedras,1054.8,100.0,137.0,166.3,84.8,3481.5006715916725,4138.2,0
2012,Trancoso,72.2,911.898627596439,900.0,82.4,800.0,3481.5006715916725,282.9,2
2012,Trofa,706.1,77.4,176.2,121.4,300.0,3481.5006715916725,3987.9,0
2012,Tábua,132.8,450.0,550.0,127.3,400.0,3481.5006715916725,685.0,1
2012,Vagos,246.7,750.0,233.3,144.0,1100.0,3481.5006715916725,946.8,2
2012,Vale de Cambra,233.0,250.0,109.1,159.1,608.1002453557659,3481.5006715916725,852.3,1
2012,Valença,197.3,350.0,333.3,110.5,400.0,3481.5006715916725,804.5,1
2012,Valpaços,200.0,2700.0,172.7,95.0,300.0,3481.5006715916725,1020.3,2
2012,Vendas Novas,138.9,225.0,150.0,175.0,100.0,3481.5006715916725,526.8,1
2012,Viana do Alentejo,86.6,700.0,350.0,157.1,75.0,3481.5006715916725,308.7,1
2012,Viana do Castelo,1255.6,245.2,297.1,239.0,120.7,3481.5006715916725,5421.0,0
2012,Vidigueira,89.1,250.0,400.0,233.3,400.0,3481.5006715916725,350.2,1
