Ano,25-34,Básico - 1º Ciclo,Básico - 2º Ciclo,Básico - 3º Ciclo e secundário,Educação Pré-Escolar,Homens
2012,79.7,400.0,500.0,75.0,200.0,4006.4644790257103
2012,291.8,625.0,161.5,227.3,188.9,4006.4644790257103
2012,829.4,96.2,177.8,65.1,62.5,4006.4644790257103
2012,162.8,175.0,525.0,370.0,606.0225288159273,4006.4644790257103
2012,663.3,115.6,478.6,124.3,200.0,4006.4644790257103
2012,222.8,60.0,171.4,186.4,42.9,4006.4644790257103
2012,17.1,908.5050445103858,25.0,11.1,25.0,4006.4644790257103
2012,153.1,200.0,114.3,100.0,85.7,4006.4644790257103
2012,604.5,113.0,128.0,186.1,154.5,4006.4644790257103
2012,64.6,908.5050445103858,166.7,60.0,606.0225288159273,4006.4644790257103
2012,186.3,700.0,366.7,100.0,606.0225288159273,4006.4644790257103
2012,71.2,150.0,25.0,33.3,606.0225288159273,4006.4644790257103
2012,78.3,350.0,200.0,75.0,100.0,4006.4644790257103
2012,48.5,908.5050445103858,997.7471821756225,100.0,500.0,4006.4644790257103
2012,377.1,78.6,300.0,275.0,300.0,4006.4644790257103
2012,89.9,908.5050445103858,600.0,50.0,200.0,4006.4644790257103
2012,97.2,250.0,350.0,61.5,600.0,4006.4644790257103
2012,47.4,908.5050445103858,200.0,114.3,606.0225288159273,4006.4644790257103
2012,58.1,908.5050445103858,75.0,80.0,200.0,4006.4644790257103
2012,33.9,100.0,997.7471821756225,1157.552021089631,606.0225288159273,4006.4644790257103
2012,1007.0,406.7,200.0,63.0,800.0,4006.4644790257103
2012,346.9,2500.0,633.3,168.8,606.0225288159273,4006.4644790257103
2012,309.3,825.0,370.0,384.2,112.5,4006.4644790257103
2012,131.3,800.0,185.7,158.8,85.7,4006.4644790257103
2012,242.7,190.9,733.3,126.9,57.1,4006.4644790257103
2012,119.2,233.3,100.0,94.4,606.0225288159273,4006.4644790257103
2012,77.3,900.0,300.0,75.0,200.0,4006.4644790257103
2012,200.1,141.7,107.1,111.5,350.0,4006.4644790257103
2012,91.5,400.0,800.0,100.0,200.0,4006.4644790257103
2012,42.5,908.5050445103858,150.0,33.3,100.0,4006.4644790257103
2012,150.4,46.2,350.0,121.1,50.0,4006.4644790257103
2012,1234.9,358.3,400.0,315.4,113.3,4006.4644790257103
2012,55.8,908.5050445103858,100.0,300.0,606.0225288159273,4006.4644790257103
2012,279.8,200.0,155.6,58.3,8.7,4006.4644790257103
2012,414.7,283.3,45.5,23.9,120.0,4006.4644790257103
2012,1336.0,214.3,202.6,109.1,295.0,4006.4644790257103
2012,33.8,50.0,66.7,50.0,606.0225288159273,4006.4644790257103
2012,1173.8,128.9,226.5,392.2,67.5,4006.4644790257103
2012,165.1,250.0,400.0,133.3,160.0,4006.4644790257103
2012,636.6,204.5,194.7,170.0,130.8,4006.4644790257103
2012,117.5,908.5050445103858,350.0,233.3,600.0,4006.4644790257103
2012,443.2,125.0,95.7,86.1,216.7,4006.4644790257103
2012,169.9,250.0,433.3,272.7,300.0,4006.4644790257103
2012,115.8,908.5050445103858,900.0,133.3,600.0,4006.4644790257103
2012,58.3,908.5050445103858,300.0,80.0,606.0225288159273,4006.4644790257103
2012,624.2,1333.3,610.0,469.7,230.8,4006.4644790257103
2012,324.9,1950.0,160.0,41.0,606.0225288159273,4006.4644790257103
2012,158.3,100.0,450.0,85.7,300.0,4006.4644790257103
2012,760.9,138.5,109.1,140.6,318.2,4006.4644790257103
2012,234.8,750.0,1900.0,307.7,166.7,4006.4644790257103
2012,139.9,908.5050445103858,150.0,55.6,33.3,4006.4644790257103
2012,424.7,685.7,308.3,465.0,285.7,4006.4644790257103
2012,75.8,908.5050445103858,266.7,50.0,66.7,4006.4644790257103
2012,106.6,800.0,250.0,281.8,606.0225288159273,4006.4644790257103
2012,326.5,153.8,178.6,154.1,55.6,4006.4644790257103
2012,34.1,908.5050445103858,33.3,100.0,606.0225288159273,4006.4644790257103
2012,941.2,566.7,766.7,342.6,616.7,4006.4644790257103
2012,295.8,93.8,31.6,24.5,200.0,4006.4644790257103
2012,29.2,908.5050445103858,997.7471821756225,62.5,606.0225288159273,4006.4644790257103
2012,147.5,908.5050445103858,350.0,78.6,800.0,4006.4644790257103
2012,88.2,400.0,400.0,100.0,50.0,4006.4644790257103
2012,96.1,50.0,450.0,59.1,606.0225288159273,4006.4644790257103
2012,101.8,908.5050445103858,997.7471821756225,75.0,1000.0,4006.4644790257103
2012,354.8,316.7,125.0,21.1,606.0225288159273,4006.4644790257103
2012,119.3,200.0,220.0,433.3,606.0225288159273,4006.4644790257103
2012,717.7,1516.7,1040.0,282.9,112.5,4006.4644790257103
2012,423.3,350.0,93.3,20.0,606.0225288159273,4006.4644790257103
2012,201.5,700.0,725.0,1033.3,400.0,4006.4644790257103
2012,66.4,908.5050445103858,150.0,116.7,606.0225288159273,4006.4644790257103
2012,231.2,171.4,177.8,182.4,650.0,4006.4644790257103
2012,815.4,900.0,283.3,230.9,416.7,4006.4644790257103
2012,42.5,908.5050445103858,997.7471821756225,100.0,606.0225288159273,4006.4644790257103
2012,72.8,908.5050445103858,400.0,128.6,606.0225288159273,4006.4644790257103
2012,507.9,222.2,168.8,126.8,350.0,4006.4644790257103
2012,317.2,122.2,371.4,295.2,71.4,4006.4644790257103
2012,691.0,161.1,225.0,167.1,420.0,4006.4644790257103
2012,427.1,588.9,600.0,193.9,300.0,4006.4644790257103
2012,331.0,271.4,312.5,219.2,90.0,4006.4644790257103
2012,211.5,80.0,212.5,120.7,55.6,4006.4644790257103
2012,821.8,423.1,321.1,105.8,127.8,4006.4644790257103
2012,1084.5,157.6,264.0,196.8,22.9,4006.4644790257103
2012,641.3,321.4,164.0,36.8,89.5,4006.4644790257103
2012,137.1,180.0,400.0,90.0,606.0225288159273,4006.4644790257103
2012,74.2,42.9,75.0,69.2,200.0,4006.4644790257103
2012,978.3,319.0,375.0,606.3,207.7,4006.4644790257103
2012,69.5,908.5050445103858,166.7,100.0,150.0,4006.4644790257103
2012,78.8,400.0,600.0,162.5,300.0,4006.4644790257103
2012,54.4,908.5050445103858,600.0,70.0,606.0225288159273,4006.4644790257103
2012,55.9,908.5050445103858,100.0,57.1,75.0,4006.4644790257103
2012,51.0,908.5050445103858,600.0,9.1,606.0225288159273,4006.4644790257103
2012,405.3,908.5050445103858,850.0,200.0,1400.0,4006.4644790257103
2012,44.5,908.5050445103858,997.7471821756225,100.0,606.0225288159273,4006.4644790257103
2012,59.8,908.5050445103858,450.0,500.0,606.0225288159273,4006.4644790257103
2012,193.2,908.5050445103858,650.0,205.6,800.0,4006.4644790257103
2012,152.2,133.3,300.0,158.3,250.0,4006.4644790257103
2012,712.5,700.0,540.0,251.9,614.3,4006.4644790257103
2012,40.3,908.5050445103858,997.7471821756225,133.3,100.0,4006.4644790257103
2012,94.4,908.5050445103858,60.0,85.7,250.0,4006.4644790257103
2012,345.8,36.8,143.8,60.4,30.0,4006.4644790257103
2012,534.2,68.2,181.8,176.4,70.0,4006.4644790257103
2012,671.7,331.3,300.0,147.9,230.8,4006.4644790257103
2012,1632.0,229.8,260.9,238.3,140.5,4006.4644790257103
2012,1096.9,98.0,210.0,125.9,115.8,4006.4644790257103
2012,355.6,127.8,245.5,102.8,216.7,4006.4644790257103
2012,683.8,87.1,93.5,27.2,400.0,4006.4644790257103
2012,269.3,1100.0,650.0,500.0,900.0,4006.4644790257103
2012,225.3,2700.0,575.0,157.9,1000.0,4006.4644790257103
2012,806.4,70.7,100.0,74.2,75.0,4006.4644790257103
2012,290.2,1150.0,875.0,400.0,600.0,4006.4644790257103
2012,35.8,908.5050445103858,997.7471821756225,36.4,606.0225288159273,4006.4644790257103
2012,1037.2,416.7,92.7,42.1,633.3,4006.4644790257103
2012,524.5,114.3,344.4,168.5,190.9,4006.4644790257103
2012,28.1,908.5050445103858,500.0,33.3,606.0225288159273,4006.4644790257103
2012,74.3,908.5050445103858,250.0,108.3,606.0225288159273,4006.4644790257103
2012,261.4,1300.0,2600.0,716.7,110.0,4006.4644790257103
2012,61.8,300.0,375.0,100.0,606.0225288159273,4006.4644790257103
2012,111.4,908.5050445103858,250.0,41.7,606.0225288159273,4006.4644790257103
2012,143.8,533.3,1500.0,300.0,200.0,4006.4644790257103
2012,145.6,1100.0,540.0,210.0,600.0,4006.4644790257103
2012,107.2,908.5050445103858,900.0,180.0,606.0225288159273,4006.4644790257103
2012,428.1,908.5050445103858,1100.0,216.7,140.0,4006.4644790257103
2012,111.0,908.5050445103858,650.0,129.4,606.0225288159273,4006.4644790257103
2012,172.4,908.5050445103858,1000.0,65.5,366.7,4006.4644790257103
2012,1121.8,166.7,173.0,168.6,166.7,4006.4644790257103
2012,67.3,908.5050445103858,200.0,37.5,50.0,4006.4644790257103
2012,111.4,1500.0,150.0,88.9,606.0225288159273,4006.4644790257103
2012,53.8,908.5050445103858,33.3,16.7,606.0225288159273,4006.4644790257103
2012,79.8,908.5050445103858,250.0,42.9,606.0225288159273,4006.4644790257103
2012,177.8,225.0,260.0,192.3,266.7,4006.4644790257103
2012,382.8,2600.0,633.3,733.3,183.3,4006.4644790257103
2012,875.5,74.3,34.7,273.2,88.2,4006.4644790257103
2012,168.9,900.0,733.3,241.7,606.0225288159273,4006.4644790257103
2012,44.5,908.5050445103858,150.0,150.0,300.0,4006.4644790257103
2012,75.8,908.5050445103858,900.0,228.6,250.0,4006.4644790257103
2012,340.5,136.4,105.6,100.0,133.3,4006.4644790257103
2012,53.1,100.0,57.1,33.3,100.0,4006.4644790257103
2012,128.6,266.7,118.2,107.1,175.0,4006.4644790257103
2012,73.8,500.0,233.3,100.0,200.0,4006.4644790257103
2012,61.2,133.3,33.3,57.9,300.0,4006.4644790257103
2012,247.4,600.0,300.0,100.0,175.0,4006.4644790257103
2012,195.9,300.0,2200.0,155.0,250.0,4006.4644790257103
2012,72.5,908.5050445103858,500.0,166.7,606.0225288159273,4006.4644790257103
2012,356.6,121.4,133.3,105.6,108.3,4006.4644790257103
2012,1853.5,87.4,136.4,253.1,61.1,4006.4644790257103
2012,1766.1,61.8,184.8,334.4,82.7,4006.4644790257103
2012,29.6,908.5050445103858,997.7471821756225,75.0,606.0225288159273,4006.4644790257103
2012,810.6,181.3,171.4,123.6,70.0,4006.4644790257103
2012,680.3,105.7,171.9,120.0,164.7,4006.4644790257103
2012,99.8,1400.0,997.7471821756225,85.7,606.0225288159273,4006.4644790257103
2012,302.8,380.0,375.0,151.4,166.7,4006.4644790257103
2012,244.7,908.5050445103858,123.1,70.7,180.0,4006.4644790257103
2012,86.8,600.0,100.0,40.0,500.0,4006.4644790257103
2012,456.2,266.7,200.0,161.5,800.0,4006.4644790257103
2012,849.5,122.2,207.1,175.7,184.6,4006.4644790257103
2012,790.6,89.5,131.4,103.4,71.0,4006.4644790257103
2012,23.0,100.0,20.0,37.5,606.0225288159273,4006.4644790257103
2012,1546.8,94.6,127.9,68.9,195.0,4006.4644790257103
2012,104.5,160.0,150.0,46.2,50.0,4006.4644790257103
2012,867.7,119.2,130.0,71.3,110.0,4006.4644790257103
2012,36.2,908.5050445103858,997.7471821756225,100.0,606.0225288159273,4006.4644790257103
2012,153.1,908.5050445103858,450.0,775.0,606.0225288159273,4006.4644790257103
2012,1187.3,174.3,212.5,93.6,225.0,4006.4644790257103
2012,91.2,200.0,900.0,164.3,606.0225288159273,4006.4644790257103
2012,37.3,908.5050445103858,997.7471821756225,100.0,606.0225288159273,4006.4644790257103
2012,40.5,600.0,997.7471821756225,1157.552021089631,100.0,4006.4644790257103
2012,50.4,908.5050445103858,997.7471821756225,166.7,606.0225288159273,4006.4644790257103
2012,413.9,210.0,280.0,206.3,107.7,4006.4644790257103
2012,299.2,908.5050445103858,311.1,268.8,75.0,4006.4644790257103
2012,88.7,908.5050445103858,133.3,233.3,606.0225288159273,4006.4644790257103
2012,449.7,200.0,291.7,174.5,216.7,4006.4644790257103
2012,161.9,908.5050445103858,500.0,180.0,50.0,4006.4644790257103
2012,497.4,175.0,1400.0,152.1,800.0,4006.4644790257103
2012,251.8,475.0,460.0,118.2,116.7,4006.4644790257103
2012,392.5,3100.0,416.7,184.8,136.4,4006.4644790257103
2012,94.6,908.5050445103858,40.0,150.0,150.0,4006.4644790257103
2012,1157.9,70.7,129.5,170.8,100.0,4006.4644790257103
2012,275.1,190.0,150.0,75.0,450.0,4006.4644790257103
2012,68.0,908.5050445103858,266.7,84.2,606.0225288159273,4006.4644790257103
2012,273.1,371.4,620.0,157.7,216.7,4006.4644790257103
2012,1012.8,150.0,372.0,122.2,55.3,4006.4644790257103
2012,118.6,908.5050445103858,200.0,58.8,100.0,4006.4644790257103
2012,171.0,350.0,533.3,105.6,900.0,4006.4644790257103
2012,199.0,908.5050445103858,200.0,32.5,200.0,4006.4644790257103
2012,87.8,1000.0,250.0,47.4,606.0225288159273,4006.4644790257103
2012,236.9,53.8,222.2,115.2,200.0,4006.4644790257103
2012,99.3,1100.0,66.7,61.5,400.0,4006.4644790257103
2012,107.7,908.5050445103858,187.5,200.0,606.0225288159273,4006.4644790257103
2012,350.3,123.1,58.8,116.0,200.0,4006.4644790257103
2012,105.7,908.5050445103858,997.7471821756225,450.0,450.0,4006.4644790257103
2012,1931.3,54.1,217.5,166.7,256.7,4006.4644790257103
2012,112.8,908.5050445103858,997.7471821756225,900.0,606.0225288159273,4006.4644790257103
2012,839.2,196.7,271.4,265.3,193.3,4006.4644790257103
2012,446.1,480.0,194.4,211.4,200.0,4006.4644790257103
2012,1242.0,68.5,205.0,94.5,350.0,4006.4644790257103
2012,62.8,908.5050445103858,997.7471821756225,116.7,606.0225288159273,4006.4644790257103
2012,326.3,1800.0,1350.0,330.0,366.7,4006.4644790257103
2012,58.0,908.5050445103858,400.0,60.0,700.0,4006.4644790257103
2012,226.6,175.0,350.0,76.7,400.0,4006.4644790257103
2012,161.2,908.5050445103858,250.0,117.4,225.0,4006.4644790257103
2012,658.9,103.8,129.4,182.4,160.0,4006.4644790257103
2012,1812.1,128.9,302.0,268.9,58.3,4006.4644790257103
2012,107.1,600.0,116.7,93.3,606.0225288159273,4006.4644790257103
2012,485.1,110.5,182.4,98.4,81.8,4006.4644790257103
2012,347.2,162.5,650.0,96.3,62.5,4006.4644790257103
2012,106.1,80.0,111.1,600.0,66.7,4006.4644790257103
2012,197.8,850.0,700.0,372.7,350.0,4006.4644790257103
2012,68.4,908.5050445103858,133.3,87.5,606.0225288159273,4006.4644790257103
2012,141.3,1400.0,997.7471821756225,133.3,606.0225288159273,4006.4644790257103
2012,113.8,600.0,100.0,163.6,500.0,4006.4644790257103
2012,308.1,79.2,152.9,108.6,300.0,4006.4644790257103
2012,99.3,150.0,200.0,60.0,606.0225288159273,4006.4644790257103
2012,192.8,1100.0,733.3,128.1,750.0,4006.4644790257103
2012,119.6,908.5050445103858,350.0,14.3,606.0225288159273,4006.4644790257103
2012,130.0,908.5050445103858,600.0,77.8,800.0,4006.4644790257103
2012,386.5,92.3,400.0,208.0,54.5,4006.4644790257103
2012,103.3,908.5050445103858,50.0,54.5,100.0,4006.4644790257103
2012,542.0,180.8,750.0,270.2,287.5,4006.4644790257103
2012,220.1,2300.0,700.0,300.0,750.0,4006.4644790257103
2012,79.5,908.5050445103858,1400.0,161.5,400.0,4006.4644790257103
2012,421.7,500.0,333.3,246.9,350.0,4006.4644790257103
2012,1054.8,100.0,137.0,166.3,84.8,4006.4644790257103
2012,72.2,908.5050445103858,900.0,82.4,800.0,4006.4644790257103
2012,706.1,77.4,176.2,121.4,300.0,4006.4644790257103
2012,132.8,450.0,550.0,127.3,400.0,4006.4644790257103
2012,246.7,750.0,233.3,144.0,1100.0,4006.4644790257103
2012,233.0,250.0,109.1,159.1,606.0225288159273,4006.4644790257103
2012,197.3,350.0,333.3,110.5,400.0,4006.4644790257103
2012,2049.8,109.7,157.8,389.5,200.0,4006.4644790257103
2012,200.0,2700.0,172.7,95.0,300.0,4006.4644790257103
2012,138.9,225.0,150.0,175.0,100.0,4006.4644790257103
2012,86.6,700.0,350.0,157.1,75.0,4006.4644790257103
2012,1255.6,245.2,297.1,239.0,120.7,4006.4644790257103
2012,89.1,250.0,400.0,233.3,400.0,4006.4644790257103
2012,204.5,1500.0,1300.0,61.9,133.3,4006.4644790257103
2012,85.3,908.5050445103858,250.0,90.0,606.0225288159273,4006.4644790257103
2012,2009.5,70.0,92.9,185.8,55.8,4006.4644790257103
2012,100.1,500.0,100.0,177.8,606.0225288159273,4006.4644790257103
2012,91.3,400.0,366.7,84.6,300.0,4006.4644790257103
2012,1907.6,146.8,196.4,104.0,102.0,4006.4644790257103
2012,91.7,908.5050445103858,250.0,266.7,200.0,4006.4644790257103
2012,61.1,300.0,997.7471821756225,72.7,606.0225288159273,4006.4644790257103
2012,83.5,908.5050445103858,1000.0,141.7,100.0,4006.4644790257103
2012,158.4,2000.0,650.0,192.9,700.0,4006.4644790257103
2012,923.9,309.1,242.4,323.9,462.5,4006.4644790257103
2012,369.8,120.0,100.0,122.9,150.0,4006.4644790257103
2012,24.9,908.5050445103858,997.7471821756225,200.0,606.0225288159273,4006.4644790257103
2012,705.3,64.6,687.5,196.8,260.0,4006.4644790257103
2012,131.8,800.0,350.0,100.0,300.0,4006.4644790257103
2012,24.7,908.5050445103858,997.7471821756225,45.5,606.0225288159273,4006.4644790257103
2012,49.1,300.0,100.0,60.0,606.0225288159273,4006.4644790257103
2012,1139.2,96.4,290.6,178.9,205.6,4006.4644790257103
2012,45.9,908.5050445103858,997.7471821756225,66.7,606.0225288159273,4006.4644790257103
2012,88.6,1400.0,997.7471821756225,45.5,606.0225288159273,4006.4644790257103
2012,1644.6,434.4,547.8,287.6,458.8,4006.4644790257103
2012,295.1,52.9,146.7,71.7,80.0,4006.4644790257103
2012,99.7,908.5050445103858,450.0,72.2,606.0225288159273,4006.4644790257103
2012,593.5,1266.7,188.9,236.8,177.8,4006.4644790257103
2012,1018.9,677.8,196.6,280.6,128.0,4006.4644790257103
2012,588.4,1075.0,2450.0,375.0,600.0,4006.4644790257103
2012,133.4,100.0,233.3,73.3,606.0225288159273,4006.4644790257103
2013,629.2,2100.0,1650.0,438.1,287.5,2847.0
2013,43.5,908.5050445103858,997.7471821756225,71.4,606.0225288159273,361.0
2013,73.8,300.0,997.7471821756225,100.0,300.0,230.0
2013,286.8,650.0,766.7,622.2,271.4,3461.0
2013,799.3,171.4,269.2,129.4,76.5,6341.0
2013,131.3,216.7,997.7471821756225,1850.0,606.0225288159273,2211.0
2013,642.5,140.7,800.0,237.8,400.0,5673.0
2013,241.6,122.2,366.7,250.0,38.5,1811.0
2013,17.8,200.0,25.0,100.0,33.3,114.0
2013,138.5,140.0,500.0,88.9,266.7,901.0
2013,565.0,362.5,320.0,334.8,188.9,5294.0
2013,58.8,908.5050445103858,500.0,175.0,606.0225288159273,186.0
2013,193.8,1700.0,1100.0,138.5,600.0,795.0
2013,63.9,300.0,33.3,40.0,606.0225288159273,255.0
2013,101.8,266.7,997.7471821756225,118.2,200.0,1113.0
2013,63.4,908.5050445103858,997.7471821756225,175.0,606.0225288159273,383.0
2013,347.3,133.3,800.0,850.0,400.0,1597.0
2013,88.1,908.5050445103858,233.3,100.0,700.0,302.0
2013,101.7,350.0,800.0,150.0,606.0225288159273,481.0
2013,55.3,300.0,997.7471821756225,250.0,606.0225288159273,185.0
2013,62.1,908.5050445103858,300.0,133.3,606.0225288159273,607.0
2013,38.7,908.5050445103858,50.0,1157.552021089631,606.0225288159273,101.0
2013,949.9,914.3,338.9,117.6,1650.0,4649.0
2013,337.3,908.5050445103858,997.7471821756225,600.0,606.0225288159273,1328.0
2013,305.8,485.7,1800.0,646.2,216.7,2673.0
2013,144.8,908.5050445103858,1400.0,254.5,140.0,1068.0
2013,264.1,275.0,997.7471821756225,350.0,87.5,1553.0
2013,143.2,400.0,997.7471821756225,275.0,606.0225288159273,822.0
2013,81.1,908.5050445103858,997.7471821756225,150.0,606.0225288159273,391.0
2013,225.3,200.0,300.0,140.0,800.0,2137.0
2013,91.3,908.5050445103858,997.7471821756225,214.3,606.0225288159273,505.0
2013,35.6,100.0,300.0,50.0,200.0,175.0
2013,139.1,116.7,1600.0,184.6,62.5,1351.0
2013,1263.5,478.9,685.7,651.1,195.8,12280.0
2013,67.2,908.5050445103858,200.0,133.3,606.0225288159273,388.0
2013,269.3,450.0,360.0,100.0,46.7,2543.0
2013,437.3,300.0,76.9,58.8,150.0,941.0
2013,1224.9,284.4,650.0,196.9,429.4,12863.0
2013,30.8,908.5050445103858,100.0,33.3,606.0225288159273,119.0
2013,1242.8,151.5,390.0,567.4,86.5,3772.0
2013,150.3,166.7,1000.0,216.7,333.3,2507.0
2013,671.8,383.3,345.5,336.7,222.2,3037.0
2013,113.8,908.5050445103858,997.7471821756225,425.0,606.0225288159273,408.0
2013,457.4,700.0,357.1,171.4,320.0,3245.0
2013,158.9,550.0,1200.0,850.0,333.3,761.0
2013,118.1,908.5050445103858,997.7471821756225,175.0,606.0225288159273,458.0
2013,68.8,908.5050445103858,500.0,250.0,606.0225288159273,307.0
2013,666.9,1500.0,1083.3,662.5,327.3,2372.0
2013,311.9,3500.0,800.0,72.7,1000.0,907.0
2013,171.3,133.3,800.0,163.6,1000.0,839.0
2013,714.8,164.7,148.6,150.4,370.0,4142.0
2013,245.6,533.3,997.7471821756225,1850.0,150.0,822.0
2013,153.8,908.5050445103858,997.7471821756225,61.1,50.0,1062.0
2013,451.2,642.9,940.0,547.1,275.0,3694.0
2013,81.8,908.5050445103858,997.7471821756225,266.7,66.7,274.0
2013,120.2,908.5050445103858,997.7471821756225,288.9,606.0225288159273,651.0
2013,309.7,333.3,900.0,276.2,133.3,1364.0
2013,34.3,908.5050445103858,200.0,66.7,606.0225288159273,153.0
2013,983.8,709.1,1100.0,541.9,1000.0,4891.0
2013,253.2,107.7,75.0,46.4,500.0,991.0
2013,40.2,908.5050445103858,700.0,166.7,606.0225288159273,178.0
2013,183.0,2300.0,997.7471821756225,131.6,606.0225288159273,880.0
2013,94.4,100.0,997.7471821756225,100.0,100.0,310.0
2013,98.6,908.5050445103858,997.7471821756225,177.8,606.0225288159273,2122.0
2013,115.3,908.5050445103858,997.7471821756225,175.0,606.0225288159273,350.0
2013,370.4,2800.0,566.7,47.8,606.0225288159273,977.0
2013,113.3,908.5050445103858,997.7471821756225,340.0,606.0225288159273,822.0
2013,385.0,1250.0,240.0,38.5,606.0225288159273,934.0
2013,199.6,1300.0,2900.0,900.0,650.0,871.0
2013,68.1,908.5050445103858,997.7471821756225,400.0,606.0225288159273,527.0
2013,209.3,600.0,225.0,320.0,400.0,1530.0
2013,803.9,164.1,540.0,358.3,490.0,4068.0
2013,48.4,908.5050445103858,997.7471821756225,125.0,200.0,161.0
2013,69.8,600.0,200.0,300.0,606.0225288159273,152.0
2013,501.2,733.3,342.9,203.7,350.0,1537.0
2013,289.8,146.7,266.7,618.2,75.0,1592.0
2013,666.3,245.5,900.0,287.2,550.0,1806.0
2013,405.3,625.0,1075.0,645.5,233.3,2589.0
2013,337.9,228.6,1300.0,350.0,137.5,3177.0
2013,214.3,700.0,800.0,341.7,120.0,1038.0
2013,788.8,490.0,675.0,166.7,123.8,3942.0
2013,983.2,150.0,690.0,343.6,37.0,6867.0
2013,558.6,328.6,420.0,73.1,92.0,8892.0
2013,127.8,300.0,200.0,80.0,606.0225288159273,702.0
2013,69.6,41.7,166.7,160.0,250.0,717.0
2013,941.8,336.8,1650.0,970.0,333.3,6686.0
2013,64.7,908.5050445103858,997.7471821756225,200.0,150.0,271.0
2013,87.6,300.0,997.7471821756225,400.0,606.0225288159273,284.0
2013,51.3,908.5050445103858,997.7471821756225,100.0,606.0225288159273,242.0
2013,63.9,908.5050445103858,400.0,44.4,150.0,236.0
2013,55.1,908.5050445103858,166.7,40.0,606.0225288159273,227.0
2013,442.8,908.5050445103858,1133.3,357.1,1000.0,2176.0
2013,45.3,908.5050445103858,200.0,100.0,606.0225288159273,99.0
2013,68.3,908.5050445103858,997.7471821756225,1800.0,250.0,346.0
2013,162.5,908.5050445103858,1700.0,512.5,1700.0,623.0
2013,165.2,400.0,1300.0,366.7,225.0,806.0
2013,666.4,1171.4,1060.0,418.2,783.3,4054.0
2013,48.3,908.5050445103858,400.0,400.0,100.0,217.0
2013,110.3,908.5050445103858,300.0,216.7,250.0,529.0
2013,356.7,50.0,190.9,100.0,100.0,2285.0
2013,446.3,100.0,208.3,278.9,93.8,2479.0
2013,765.0,1300.0,850.0,304.0,300.0,1608.0
2013,1651.6,253.5,496.0,338.8,194.4,17298.0
2013,1085.8,120.5,485.7,169.7,164.3,8927.0
2013,340.6,192.3,428.6,287.5,375.0,1555.0
2013,726.6,171.4,269.2,48.2,288.9,3858.0
2013,279.0,908.5050445103858,997.7471821756225,2650.0,800.0,1159.0
2013,238.3,2400.0,550.0,206.7,1200.0,828.0
2013,832.7,117.9,263.6,118.9,113.8,9153.0
2013,300.9,1250.0,3000.0,1000.0,750.0,3145.0
2013,38.7,908.5050445103858,500.0,66.7,606.0225288159273,195.0
2013,1072.3,625.0,217.6,81.0,1333.3,4889.0
2013,460.6,183.3,850.0,344.4,192.3,6055.0
2013,34.8,908.5050445103858,200.0,200.0,606.0225288159273,122.0
2013,64.3,908.5050445103858,600.0,66.7,606.0225288159273,471.0
2013,248.8,1500.0,2600.0,1533.3,157.1,2473.0
2013,73.9,908.5050445103858,800.0,700.0,606.0225288159273,334.0
2013,92.4,908.5050445103858,300.0,225.0,606.0225288159273,186.0
2013,177.5,400.0,1300.0,3400.0,606.0225288159273,785.0
2013,166.8,908.5050445103858,1350.0,362.5,606.0225288159273,527.0
2013,96.8,908.5050445103858,900.0,271.4,606.0225288159273,435.0
2013,450.4,908.5050445103858,3500.0,431.3,366.7,1453.0
2013,124.1,908.5050445103858,1100.0,157.1,606.0225288159273,427.0
2013,185.8,2200.0,400.0,147.1,433.3,677.0
2013,1155.3,250.0,440.0,515.4,107.1,2320.0
2013,68.8,900.0,500.0,75.0,300.0,291.0
2013,121.4,1500.0,233.3,125.0,606.0225288159273,272.0
2013,58.5,908.5050445103858,200.0,40.0,200.0,213.0
2013,102.7,908.5050445103858,700.0,61.5,606.0225288159273,396.0
2013,195.2,1000.0,1400.0,480.0,225.0,1488.0
2013,432.3,908.5050445103858,3700.0,1080.0,466.7,1091.0
2013,857.8,107.7,161.9,776.9,90.5,3429.0
2013,198.3,440.0,2100.0,800.0,1300.0,1222.0
2013,41.1,120.0,997.7471821756225,233.3,400.0,333.0
2013,75.6,908.5050445103858,900.0,271.4,300.0,979.0
2013,368.8,400.0,140.0,217.6,366.7,1000.0
2013,56.3,100.0,100.0,25.0,606.0225288159273,91.0
2013,122.0,800.0,400.0,214.3,266.7,611.0
2013,90.9,500.0,997.7471821756225,166.7,300.0,229.0
2013,67.5,250.0,200.0,125.0,700.0,421.0
2013,39.2,908.5050445103858,997.7471821756225,1157.552021089631,606.0225288159273,261.0
2013,230.2,900.0,450.0,262.5,200.0,859.0
2013,201.9,550.0,997.7471821756225,291.7,275.0,1157.0
2013,93.3,908.5050445103858,997.7471821756225,300.0,606.0225288159273,284.0
2013,320.0,222.2,211.1,133.3,92.3,2095.0
2013,1816.3,112.7,352.4,457.3,68.6,6954.0
2013,45.8,400.0,200.0,166.7,606.0225288159273,374.0
2013,742.4,238.5,166.7,279.4,61.5,2283.0
2013,679.8,200.0,358.8,337.0,213.3,10987.0
2013,119.8,1400.0,700.0,420.0,606.0225288159273,2237.0
2013,312.2,400.0,400.0,266.7,266.7,2381.0
2013,270.4,908.5050445103858,475.0,194.4,150.0,1793.0
2013,66.8,800.0,500.0,100.0,500.0,317.0
2013,437.3,372.7,400.0,284.4,966.7,5425.0
