01. Ano;02. Nome Região (Portugal);03. Âmbito Geográfico;04. Filtro 1;07. Escala;09. Valor
2011;Lisboa;Município;Menos de 25 anos; pessoas;2200.9
2011;Lisboa;Município;Total; pessoas;23486.4
2011;Loulé;Município;25-34; pessoas;885.9
2011;Loulé;Município;35-44; pessoas;947.8
2011;Loulé;Município;45-54; pessoas;836.9
2011;Loulé;Município;55 ou mais anos; pessoas;543.0
2011;Loulé;Município;Menos de 25 anos; pessoas;412.3
2011;Loulé;Município;Total; pessoas;3625.8
2011;Loures;Município;25-34; pessoas;2145.8
2011;Loures;Município;35-44; pessoas;2207.7
2011;Loures;Município;45-54; pessoas;2065.1
2011;Loures;Município;55 ou mais anos; pessoas;1732.8
2011;Loures;Município;Menos de 25 anos; pessoas;995.9
2011;Loures;Município;Total; pessoas;9147.3
2011;Lourinhã;Município;25-34; pessoas;258.1
2011;Lourinhã;Município;35-44; pessoas;252.8
2011;Lourinhã;Município;45-54; pessoas;179.7
2011;Lourinhã;Município;55 ou mais anos; pessoas;154.3
2011;Lourinhã;Município;Menos de 25 anos; pessoas;148.7
2011;Lourinhã;Município;Total; pessoas;993.5
2011;Lousã;Município;25-34; pessoas;223.3
2011;Lousã;Município;35-44; pessoas;221.2
2011;Lousã;Município;45-54; pessoas;162.8
2011;Lousã;Município;55 ou mais anos; pessoas;90.4
2011;Lousã;Município;Menos de 25 anos; pessoas;126.3
2011;Lousã;Município;Total; pessoas;823.9
2011;Lousada;Município;25-34; pessoas;532.9
2011;Lousada;Município;35-44; pessoas;595.7
2011;Lousada;Município;45-54; pessoas;695.5
2011;Lousada;Município;55 ou mais anos; pessoas;544.2
2011;Lousada;Município;Menos de 25 anos; pessoas;337.3
2011;Lousada;Município;Total; pessoas;2705.5
2011;Mação;Município;25-34; pessoas;44.6
2011;Mação;Município;35-44; pessoas;37.0
2011;Mação;Município;45-54; pessoas;34.6
2011;Mação;Município;55 ou mais anos; pessoas;39.8
2011;Mação;Município;Menos de 25 anos; pessoas;28.9
2011;Mação;Município;Total; pessoas;184.8
2011;Macedo de Cavaleiros;Município;25-34; pessoas;193.8
2011;Macedo de Cavaleiros;Município;35-44; pessoas;144.3
2011;Macedo de Cavaleiros;Município;45-54; pessoas;168.8
2011;Macedo de Cavaleiros;Município;55 ou mais anos; pessoas;195.4
2011;Macedo de Cavaleiros;Município;Menos de 25 anos; pessoas;115.5
2011;Macedo de Cavaleiros;Município;Total; pessoas;817.8
2011;Machico;Município;25-34; pessoas;1626.4562499999997
2011;Machico;Município;35-44; pessoas;1626.4562499999997
2011;Machico;Município;45-54; pessoas;1626.4562499999997
2011;Machico;Município;55 ou mais anos; pessoas;1626.4562499999997
2011;Machico;Município;Menos de 25 anos; pessoas;1626.4562499999997
2011;Machico;Município;Total; pessoas;1626.4562499999997
2011;Madalena;Município;25-34; pessoas;662.518
2011;Madalena;Município;35-44; pessoas;662.518
2011;Madalena;Município;45-54; pessoas;662.518
2011;Madalena;Município;55 ou mais anos; pessoas;662.518
2011;Madalena;Município;Menos de 25 anos; pessoas;662.518
2011;Madalena;Município;Total; pessoas;662.518
2011;Mafra;Município;25-34; pessoas;625.1
2011;Mafra;Município;35-44; pessoas;697.5
2011;Mafra;Município;45-54; pessoas;526.2
2011;Mafra;Município;55 ou mais anos; pessoas;396.6
2011;Mafra;Município;Menos de 25 anos; pessoas;230.5
2011;Mafra;Município;Total; pessoas;2475.8
2011;Maia;Município;25-34; pessoas;1786.6
2011;Maia;Município;35-44; pessoas;2060.7
2011;Maia;Município;45-54; pessoas;2127.5
2011;Maia;Município;55 ou mais anos; pessoas;1516.4
2011;Maia;Município;Menos de 25 anos; pessoas;844.3
2011;Maia;Município;Total; pessoas;8335.4
2011;Mangualde;Município;25-34; pessoas;212.6
2011;Mangualde;Município;35-44; pessoas;212.3
2011;Mangualde;Município;45-54; pessoas;245.0
2011;Mangualde;Município;55 ou mais anos; pessoas;246.1
2011;Mangualde;Município;Menos de 25 anos; pessoas;119.8
2011;Mangualde;Município;Total; pessoas;1035.8
2011;Manteigas;Município;25-34; pessoas;33.4
2011;Manteigas;Município;35-44; pessoas;37.1
2011;Manteigas;Município;45-54; pessoas;65.7
2011;Manteigas;Município;55 ou mais anos; pessoas;33.4
2011;Manteigas;Município;Menos de 25 anos; pessoas;21.3
2011;Manteigas;Município;Total; pessoas;190.9
2011;Marco de Canaveses;Município;25-34; pessoas;841.5
2011;Marco de Canaveses;Município;35-44; pessoas;1024.3
2011;Marco de Canaveses;Município;45-54; pessoas;906.7
2011;Marco de Canaveses;Município;55 ou mais anos; pessoas;546.8
2011;Marco de Canaveses;Município;Menos de 25 anos; pessoas;513.9
2011;Marco de Canaveses;Município;Total; pessoas;3833.3
2011;Marinha Grande;Município;25-34; pessoas;435.9
2011;Marinha Grande;Município;35-44; pessoas;449.6
2011;Marinha Grande;Município;45-54; pessoas;431.4
2011;Marinha Grande;Município;55 ou mais anos; pessoas;274.5
2011;Marinha Grande;Município;Menos de 25 anos; pessoas;216.1
2011;Marinha Grande;Município;Total; pessoas;1807.5
2011;Marvão;Município;25-34; pessoas;18.1
2011;Marvão;Município;35-44; pessoas;21.5
2011;Marvão;Município;45-54; pessoas;19.1
2011;Marvão;Município;55 ou mais anos; pessoas;16.0
2011;Marvão;Município;Menos de 25 anos; pessoas;17.2
2011;Marvão;Município;Total; pessoas;91.8
2011;Matosinhos;Município;25-34; pessoas;1982.2
2011;Matosinhos;Município;35-44; pessoas;2036.1
2011;Matosinhos;Município;45-54; pessoas;2375.3
2011;Matosinhos;Município;55 ou mais anos; pessoas;1941.9
2011;Matosinhos;Município;Menos de 25 anos; pessoas;809.7
2011;Matosinhos;Município;Total; pessoas;9145.1
2011;Mealhada;Município;25-34; pessoas;182.1
2011;Mealhada;Município;35-44; pessoas;149.3
2011;Mealhada;Município;45-54; pessoas;143.9
2011;Mealhada;Município;55 ou mais anos; pessoas;121.1
2011;Mealhada;Município;Menos de 25 anos; pessoas;103.3
2011;Mealhada;Município;Total; pessoas;699.8
2011;Mêda;Município;25-34; pessoas;35.0
2011;Mêda;Município;35-44; pessoas;19.5
2011;Mêda;Município;45-54; pessoas;22.3
2011;Mêda;Município;55 ou mais anos; pessoas;13.9
2011;Mêda;Município;Menos de 25 anos; pessoas;15.8
2011;Mêda;Município;Total; pessoas;106.5
2011;Melgaço;Município;25-34; pessoas;50.1
2011;Melgaço;Município;35-44; pessoas;40.6
2011;Melgaço;Município;45-54; pessoas;21.6
2011;Melgaço;Município;55 ou mais anos; pessoas;14.0
2011;Melgaço;Município;Menos de 25 anos; pessoas;39.4
2011;Melgaço;Município;Total; pessoas;165.7
2011;Mértola;Município;25-34; pessoas;50.8
2011;Mértola;Município;35-44; pessoas;54.8
2011;Mértola;Município;45-54; pessoas;65.3
2011;Mértola;Município;55 ou mais anos; pessoas;53.7
2011;Mértola;Município;Menos de 25 anos; pessoas;42.0
2011;Mértola;Município;Total; pessoas;266.6
2011;Mesão Frio;Município;25-34; pessoas;108.7
2011;Mesão Frio;Município;35-44; pessoas;91.6
2011;Mesão Frio;Município;45-54; pessoas;111.0
2011;Mesão Frio;Município;55 ou mais anos; pessoas;52.8
2011;Mesão Frio;Município;Menos de 25 anos; pessoas;70.7
2011;Mesão Frio;Município;Total; pessoas;434.7
2011;Mira;Município;25-34; pessoas;122.8
2011;Mira;Município;35-44; pessoas;93.0
2011;Mira;Município;45-54; pessoas;102.3
2011;Mira;Município;55 ou mais anos; pessoas;136.3
2011;Mira;Município;Menos de 25 anos; pessoas;45.9
2011;Mira;Município;Total; pessoas;500.3
2011;Miranda do Corvo;Município;25-34; pessoas;128.4
2011;Miranda do Corvo;Município;35-44; pessoas;106.8
2011;Miranda do Corvo;Município;45-54; pessoas;92.4
2011;Miranda do Corvo;Município;55 ou mais anos; pessoas;72.7
2011;Miranda do Corvo;Município;Menos de 25 anos; pessoas;82.7
2011;Miranda do Corvo;Município;Total; pessoas;482.9
2011;Miranda do Douro;Município;25-34; pessoas;83.7
2011;Miranda do Douro;Município;35-44; pessoas;55.9
2011;Miranda do Douro;Município;45-54; pessoas;48.0
2011;Miranda do Douro;Município;55 ou mais anos; pessoas;46.7
2011;Miranda do Douro;Município;Menos de 25 anos; pessoas;39.2
2011;Miranda do Douro;Município;Total; pessoas;273.4
2011;Mirandela;Município;25-34; pessoas;357.3
2011;Mirandela;Município;35-44; pessoas;307.7
2011;Mirandela;Município;45-54; pessoas;333.8
2011;Mirandela;Município;55 ou mais anos; pessoas;301.1
2011;Mirandela;Município;Menos de 25 anos; pessoas;223.3
2011;Mirandela;Município;Total; pessoas;1523.0
2011;Mogadouro;Município;25-34; pessoas;75.4
2011;Mogadouro;Município;35-44; pessoas;71.2
2011;Mogadouro;Município;45-54; pessoas;100.4
2011;Mogadouro;Município;55 ou mais anos; pessoas;74.6
2011;Mogadouro;Município;Menos de 25 anos; pessoas;55.3
2011;Mogadouro;Município;Total; pessoas;376.9
2011;Moimenta da Beira;Município;25-34; pessoas;121.9
2011;Moimenta da Beira;Município;35-44; pessoas;98.4
2011;Moimenta da Beira;Município;45-54; pessoas;140.4
2011;Moimenta da Beira;Município;55 ou mais anos; pessoas;98.7
2011;Moimenta da Beira;Município;Menos de 25 anos; pessoas;76.5
2011;Moimenta da Beira;Município;Total; pessoas;535.9
2011;Moita;Município;25-34; pessoas;957.0
2011;Moita;Município;35-44; pessoas;1018.5
2011;Moita;Município;45-54; pessoas;981.7
2011;Moita;Município;55 ou mais anos; pessoas;681.8
2011;Moita;Município;Menos de 25 anos; pessoas;459.6
2011;Moita;Município;Total; pessoas;4098.6
2011;Monção;Município;25-34; pessoas;121.9
2011;Monção;Município;35-44; pessoas;101.8
2011;Monção;Município;45-54; pessoas;117.0
2011;Monção;Município;55 ou mais anos; pessoas;89.2
2011;Monção;Município;Menos de 25 anos; pessoas;71.8
2011;Monção;Município;Total; pessoas;501.7
2011;Monchique;Município;25-34; pessoas;51.8
2011;Monchique;Município;35-44; pessoas;63.9
2011;Monchique;Município;45-54; pessoas;64.9
2011;Monchique;Município;55 ou mais anos; pessoas;51.5
2011;Monchique;Município;Menos de 25 anos; pessoas;30.0
2011;Monchique;Município;Total; pessoas;262.2
2011;Mondim de Basto;Município;25-34; pessoas;92.3
2011;Mondim de Basto;Município;35-44; pessoas;101.3
2011;Mondim de Basto;Município;45-54; pessoas;104.0
2011;Mondim de Basto;Município;55 ou mais anos; pessoas;72.5
2011;Mondim de Basto;Município;Menos de 25 anos; pessoas;68.1
2011;Mondim de Basto;Município;Total; pessoas;438.1
2011;Monforte;Município;25-34; pessoas;57.9
2011;Monforte;Município;35-44; pessoas;39.4
2011;Monforte;Município;45-54; pessoas;33.0
2011;Monforte;Município;55 ou mais anos; pessoas;15.3
2011;Monforte;Município;Menos de 25 anos; pessoas;35.6
2011;Monforte;Município;Total; pessoas;181.2
2011;Montalegre;Município;25-34; pessoas;81.8
2011;Montalegre;Município;35-44; pessoas;75.8
2011;Montalegre;Município;45-54; pessoas;92.8
2011;Montalegre;Município;55 ou mais anos; pessoas;70.6
2011;Montalegre;Município;Menos de 25 anos; pessoas;55.9
2011;Montalegre;Município;Total; pessoas;376.8
2011;Montemor-o-Novo;Município;25-34; pessoas;121.1
2011;Montemor-o-Novo;Município;35-44; pessoas;105.4
2011;Montemor-o-Novo;Município;45-54; pessoas;91.9
2011;Montemor-o-Novo;Município;55 ou mais anos; pessoas;73.1
2011;Montemor-o-Novo;Município;Menos de 25 anos; pessoas;86.8
2011;Montemor-o-Novo;Município;Total; pessoas;478.3
2011;Montemor-o-Velho;Município;25-34; pessoas;255.3
2011;Montemor-o-Velho;Município;35-44; pessoas;248.2
2011;Montemor-o-Velho;Município;45-54; pessoas;255.7
2011;Montemor-o-Velho;Município;55 ou mais anos; pessoas;198.9
2011;Montemor-o-Velho;Município;Menos de 25 anos; pessoas;127.0
2011;Montemor-o-Velho;Município;Total; pessoas;1085.0
2011;Montijo;Município;25-34; pessoas;675.2
2011;Montijo;Município;35-44; pessoas;679.3
2011;Montijo;Município;45-54; pessoas;587.8
2011;Montijo;Município;55 ou mais anos; pessoas;418.3
2011;Montijo;Município;Menos de 25 anos; pessoas;291.8
2011;Montijo;Município;Total; pessoas;2652.3
2011;Mora;Município;25-34; pessoas;39.3
2011;Mora;Município;35-44; pessoas;40.1
2011;Mora;Município;45-54; pessoas;41.1
2011;Mora;Município;55 ou mais anos; pessoas;45.4
2011;Mora;Município;Menos de 25 anos; pessoas;29.0
2011;Mora;Município;Total; pessoas;194.9
2011;Mortágua;Município;25-34; pessoas;48.4
2011;Mortágua;Município;35-44; pessoas;47.2
2011;Mortágua;Município;45-54; pessoas;43.7
2011;Mortágua;Município;55 ou mais anos; pessoas;51.5
2011;Mortágua;Município;Menos de 25 anos; pessoas;22.8
2011;Mortágua;Município;Total; pessoas;213.5
2011;Moura;Município;25-34; pessoas;268.1
2011;Moura;Município;35-44; pessoas;257.7
2011;Moura;Município;45-54; pessoas;247.3
2011;Moura;Município;55 ou mais anos; pessoas;192.5
2011;Moura;Município;Menos de 25 anos; pessoas;122.6
2011;Moura;Município;Total; pessoas;1088.1
2011;Mourão;Município;25-34; pessoas;52.3
2011;Mourão;Município;35-44; pessoas;40.7
2011;Mourão;Município;45-54; pessoas;24.9
2011;Mourão;Município;55 ou mais anos; pessoas;21.1
2011;Mourão;Município;Menos de 25 anos; pessoas;26.7
2011;Mourão;Município;Total; pessoas;165.7
2011;Murça;Município;25-34; pessoas;62.9
2011;Murça;Município;35-44; pessoas;71.3
2011;Murça;Município;45-54; pessoas;66.5
2011;Murça;Município;55 ou mais anos; pessoas;50.3
2011;Murça;Município;Menos de 25 anos; pessoas;29.8
2011;Murça;Município;Total; pessoas;280.8
2011;Murtosa;Município;25-34; pessoas;99.3
2011;Murtosa;Município;35-44; pessoas;105.2
2011;Murtosa;Município;45-54; pessoas;75.9
2011;Murtosa;Município;55 ou mais anos; pessoas;69.1
2011;Murtosa;Município;Menos de 25 anos; pessoas;52.5
2011;Murtosa;Município;Total; pessoas;402.0
2011;Nazaré;Município;25-34; pessoas;221.2
2011;Nazaré;Município;35-44; pessoas;179.6
2011;Nazaré;Município;45-54; pessoas;169.3
2011;Nazaré;Município;55 ou mais anos; pessoas;141.8
2011;Nazaré;Município;Menos de 25 anos; pessoas;116.2
2011;Nazaré;Município;Total; pessoas;828.0
2011;Nelas;Município;25-34; pessoas;134.6
2011;Nelas;Município;35-44; pessoas;126.3
2011;Nelas;Município;45-54; pessoas;140.9
2011;Nelas;Município;55 ou mais anos; pessoas;136.8
2011;Nelas;Município;Menos de 25 anos; pessoas;72.1
2011;Nelas;Município;Total; pessoas;610.6
2011;Nisa;Município;25-34; pessoas;61.7
2011;Nisa;Município;35-44; pessoas;69.5
2011;Nisa;Município;45-54; pessoas;53.4
2011;Nisa;Município;55 ou mais anos; pessoas;56.7
2011;Nisa;Município;Menos de 25 anos; pessoas;29.4
2011;Nisa;Município;Total; pessoas;270.7
2011;Nordeste;Município;25-34; pessoas;316.0764705882353
2011;Nordeste;Município;35-44; pessoas;316.0764705882353
2011;Nordeste;Município;45-54; pessoas;316.0764705882353
2011;Nordeste;Município;55 ou mais anos; pessoas;316.0764705882353
2011;Nordeste;Município;Menos de 25 anos; pessoas;316.0764705882353
2011;Nordeste;Município;Total; pessoas;316.0764705882353
2011;Óbidos;Município;25-34; pessoas;103.7
2011;Óbidos;Município;35-44; pessoas;104.8
2011;Óbidos;Município;45-54; pessoas;111.2
2011;Óbidos;Município;55 ou mais anos; pessoas;104.8
2011;Óbidos;Município;Menos de 25 anos; pessoas;55.3
2011;Óbidos;Município;Total; pessoas;479.6
2011;Odemira;Município;25-34; pessoas;272.9
2011;Odemira;Município;35-44; pessoas;296.6
2011;Odemira;Município;45-54; pessoas;306.7
2011;Odemira;Município;55 ou mais anos; pessoas;245.8
2011;Odemira;Município;Menos de 25 anos; pessoas;126.8
2011;Odemira;Município;Total; pessoas;1248.7
2011;Odivelas;Município;25-34; pessoas;1451.0
2011;Odivelas;Município;35-44; pessoas;1492.0
2011;Odivelas;Município;45-54; pessoas;1306.1
2011;Odivelas;Município;55 ou mais anos; pessoas;1165.3
2011;Odivelas;Município;Menos de 25 anos; pessoas;509.0
2011;Odivelas;Município;Total; pessoas;5923.4
2011;Oeiras;Município;25-34; pessoas;1381.6
2011;Oeiras;Município;35-44; pessoas;1578.8
2011;Oeiras;Município;45-54; pessoas;1410.3
2011;Oeiras;Município;55 ou mais anos; pessoas;1331.8
2011;Oeiras;Município;Menos de 25 anos; pessoas;497.3
2011;Oeiras;Município;Total; pessoas;6199.6
2011;Oleiros;Município;25-34; pessoas;15.5
2011;Oleiros;Município;35-44; pessoas;13.9
2011;Oleiros;Município;45-54; pessoas;22.1
2011;Oleiros;Município;55 ou mais anos; pessoas;20.0
2011;Oleiros;Município;Menos de 25 anos; pessoas;13.6
2011;Oleiros;Município;Total; pessoas;85.1
2011;Olhão;Município;25-34; pessoas;676.4
2011;Olhão;Município;35-44; pessoas;695.0
2011;Olhão;Município;45-54; pessoas;563.3
2011;Olhão;Município;55 ou mais anos; pessoas;366.4
2011;Olhão;Município;Menos de 25 anos; pessoas;293.1
2011;Olhão;Município;Total; pessoas;2594.3
2011;Oliveira de Azeméis;Município;25-34; pessoas;519.3
2011;Oliveira de Azeméis;Município;35-44; pessoas;513.8
2011;Oliveira de Azeméis;Município;45-54; pessoas;604.3
2011;Oliveira de Azeméis;Município;55 ou mais anos; pessoas;605.1
2011;Oliveira de Azeméis;Município;Menos de 25 anos; pessoas;301.3
2011;Oliveira de Azeméis;Município;Total; pessoas;2543.7
2011;Oliveira de Frades;Município;25-34; pessoas;64.3
2011;Oliveira de Frades;Município;35-44; pessoas;66.7
2011;Oliveira de Frades;Município;45-54; pessoas;65.3
2011;Oliveira de Frades;Município;55 ou mais anos; pessoas;71.3
2011;Oliveira de Frades;Município;Menos de 25 anos; pessoas;39.2
2011;Oliveira de Frades;Município;Total; pessoas;306.7
2011;Oliveira do Bairro;Município;25-34; pessoas;234.8
2011;Oliveira do Bairro;Município;35-44; pessoas;220.2
2011;Oliveira do Bairro;Município;45-54; pessoas;183.4
2011;Oliveira do Bairro;Município;55 ou mais anos; pessoas;144.9
2011;Oliveira do Bairro;Município;Menos de 25 anos; pessoas;103.0
2011;Oliveira do Bairro;Município;Total; pessoas;886.3
2011;Oliveira do Hospital;Município;25-34; pessoas;220.1
2011;Oliveira do Hospital;Município;35-44; pessoas;168.8
2011;Oliveira do Hospital;Município;45-54; pessoas;183.1
2011;Oliveira do Hospital;Município;55 ou mais anos; pessoas;136.9
2011;Oliveira do Hospital;Município;Menos de 25 anos; pessoas;135.8
2011;Oliveira do Hospital;Município;Total; pessoas;844.7
2011;Ourém;Município;25-34; pessoas;324.0
2011;Ourém;Município;35-44; pessoas;364.0
2011;Ourém;Município;45-54; pessoas;286.3
2011;Ourém;Município;55 ou mais anos; pessoas;218.2
2011;Ourém;Município;Menos de 25 anos; pessoas;213.2
2011;Ourém;Município;Total; pessoas;1405.7
2011;Ourique;Município;25-34; pessoas;74.0
2011;Ourique;Município;35-44; pessoas;72.1
2011;Ourique;Município;45-54; pessoas;70.0
2011;Ourique;Município;55 ou mais anos; pessoas;75.3
2011;Ourique;Município;Menos de 25 anos; pessoas;35.5
2011;Ourique;Município;Total; pessoas;326.8
2011;Ovar;Município;25-34; pessoas;685.3
2011;Ovar;Município;35-44; pessoas;834.8
2011;Ovar;Município;45-54; pessoas;895.0
2011;Ovar;Município;55 ou mais anos; pessoas;761.8
2011;Ovar;Município;Menos de 25 anos; pessoas;348.3
2011;Ovar;Município;Total; pessoas;3525.3
2011;Paços de Ferreira;Município;25-34; pessoas;643.7
2011;Paços de Ferreira;Município;35-44; pessoas;786.4
2011;Paços de Ferreira;Município;45-54; pessoas;1007.6
2011;Paços de Ferreira;Município;55 ou mais anos; pessoas;791.5
2011;Paços de Ferreira;Município;Menos de 25 anos; pessoas;406.3
2011;Paços de Ferreira;Município;Total; pessoas;3635.4
2011;Palmela;Município;25-34; pessoas;630.8
2011;Palmela;Município;35-44; pessoas;703.6
2011;Palmela;Município;45-54; pessoas;603.0
2011;Palmela;Município;55 ou mais anos; pessoas;528.5
2011;Palmela;Município;Menos de 25 anos; pessoas;239.3
2011;Palmela;Município;Total; pessoas;2705.2
2011;Pampilhosa da Serra;Município;25-34; pessoas;22.1
2011;Pampilhosa da Serra;Município;35-44; pessoas;25.4
2011;Pampilhosa da Serra;Município;45-54; pessoas;29.5
2011;Pampilhosa da Serra;Município;55 ou mais anos; pessoas;23.9
2011;Pampilhosa da Serra;Município;Menos de 25 anos; pessoas;19.3
2011;Pampilhosa da Serra;Município;Total; pessoas;120.2
2011;Paredes;Município;25-34; pessoas;1237.8
2011;Paredes;Município;35-44; pessoas;1464.3
2011;Paredes;Município;45-54; pessoas;1526.9
2011;Paredes;Município;55 ou mais anos; pessoas;971.6
2011;Paredes;Município;Menos de 25 anos; pessoas;754.3
2011;Paredes;Município;Total; pessoas;5954.8
2011;Paredes de Coura;Município;25-34; pessoas;83.8
2011;Paredes de Coura;Município;35-44; pessoas;88.8
2011;Paredes de Coura;Município;45-54; pessoas;97.3
2011;Paredes de Coura;Município;55 ou mais anos; pessoas;76.2
2011;Paredes de Coura;Município;Menos de 25 anos; pessoas;52.6
2011;Paredes de Coura;Município;Total; pessoas;398.6
2011;Pedrógão Grande;Município;25-34; pessoas;33.1
2011;Pedrógão Grande;Município;35-44; pessoas;35.8
2011;Pedrógão Grande;Município;45-54; pessoas;57.3
2011;Pedrógão Grande;Município;55 ou mais anos; pessoas;38.0
2011;Pedrógão Grande;Município;Menos de 25 anos; pessoas;25.8
2011;Pedrógão Grande;Município;Total; pessoas;189.9
2011;Penacova;Município;25-34; pessoas;115.8
2011;Penacova;Município;35-44; pessoas;92.7
2011;Penacova;Município;45-54; pessoas;110.1
2011;Penacova;Município;55 ou mais anos; pessoas;107.9
2011;Penacova;Município;Menos de 25 anos; pessoas;67.8
2011;Penacova;Município;Total; pessoas;494.2
2011;Penafiel;Município;25-34; pessoas;903.8
2011;Penafiel;Município;35-44; pessoas;960.8
2011;Penafiel;Município;45-54; pessoas;898.9
2011;Penafiel;Município;55 ou mais anos; pessoas;710.3
2011;Penafiel;Município;Menos de 25 anos; pessoas;638.6
2011;Penafiel;Município;Total; pessoas;4112.4
2011;Penalva do Castelo;Município;25-34; pessoas;80.8
2011;Penalva do Castelo;Município;35-44; pessoas;82.7
2011;Penalva do Castelo;Município;45-54; pessoas;85.7
2011;Penalva do Castelo;Município;55 ou mais anos; pessoas;70.8
2011;Penalva do Castelo;Município;Menos de 25 anos; pessoas;49.8
2011;Penalva do Castelo;Município;Total; pessoas;369.8
2011;Penamacor;Município;25-34; pessoas;31.9
2011;Penamacor;Município;35-44; pessoas;37.3
2011;Penamacor;Município;45-54; pessoas;30.7
2011;Penamacor;Município;55 ou mais anos; pessoas;23.7
2011;Penamacor;Município;Menos de 25 anos; pessoas;20.6
2011;Penamacor;Município;Total; pessoas;144.1
2011;Penedono;Município;25-34; pessoas;28.2
2011;Penedono;Município;35-44; pessoas;23.5
2011;Penedono;Município;45-54; pessoas;19.0
2011;Penedono;Município;55 ou mais anos; pessoas;10.5
2011;Penedono;Município;Menos de 25 anos; pessoas;14.0
2011;Penedono;Município;Total; pessoas;95.2
2011;Penela;Município;25-34; pessoas;39.1
2011;Penela;Município;35-44; pessoas;30.8
2011;Penela;Município;45-54; pessoas;39.2
2011;Penela;Município;55 ou mais anos; pessoas;41.8
2011;Penela;Município;Menos de 25 anos; pessoas;24.3
2011;Penela;Município;Total; pessoas;175.1
2011;Peniche;Município;25-34; pessoas;373.6
2011;Peniche;Município;35-44; pessoas;303.0
2011;Peniche;Município;45-54; pessoas;322.4
2011;Peniche;Município;55 ou mais anos; pessoas;262.8
2011;Peniche;Município;Menos de 25 anos; pessoas;197.8
2011;Peniche;Município;Total; pessoas;1459.6
2011;Peso da Régua;Município;25-34; pessoas;270.0
2011;Peso da Régua;Município;35-44; pessoas;231.0
2011;Peso da Régua;Município;45-54; pessoas;260.0
2011;Peso da Régua;Município;55 ou mais anos; pessoas;182.9
2011;Peso da Régua;Município;Menos de 25 anos; pessoas;166.2
2011;Peso da Régua;Município;Total; pessoas;1110.1
2011;Pinhel;Município;25-34; pessoas;78.3
2011;Pinhel;Município;35-44; pessoas;90.0
2011;Pinhel;Município;45-54; pessoas;100.2
2011;Pinhel;Município;55 ou mais anos; pessoas;53.4
2011;Pinhel;Município;Menos de 25 anos; pessoas;34.9
2011;Pinhel;Município;Total; pessoas;356.8
2011;Pombal;Município;25-34; pessoas;355.9
2011;Pombal;Município;35-44; pessoas;381.2
2011;Pombal;Município;45-54; pessoas;363.7
2011;Pombal;Município;55 ou mais anos; pessoas;318.8
2011;Pombal;Município;Menos de 25 anos; pessoas;217.0
2011;Pombal;Município;Total; pessoas;1636.5
2011;Ponta Delgada;Município;25-34; pessoas;4508.554999999999
2011;Ponta Delgada;Município;35-44; pessoas;4508.554999999999
2011;Ponta Delgada;Município;45-54; pessoas;4508.554999999999
2011;Ponta Delgada;Município;55 ou mais anos; pessoas;4508.554999999999
2011;Ponta Delgada;Município;Menos de 25 anos; pessoas;4508.554999999999
2011;Ponta Delgada;Município;Total; pessoas;4508.554999999999
2011;Ponta do Sol;Município;25-34; pessoas;614.4140350877193
2011;Ponta do Sol;Município;35-44; pessoas;614.4140350877193
2011;Ponta do Sol;Município;45-54; pessoas;614.4140350877193
2011;Ponta do Sol;Município;55 ou mais anos; pessoas;614.4140350877193
2011;Ponta do Sol;Município;Menos de 25 anos; pessoas;614.4140350877193
2011;Ponta do Sol;Município;Total; pessoas;614.4140350877193
2011;Ponte da Barca;Município;25-34; pessoas;145.9
2011;Ponte da Barca;Município;35-44; pessoas;131.6
2011;Ponte da Barca;Município;45-54; pessoas;137.3
2011;Ponte da Barca;Município;55 ou mais anos; pessoas;78.8
2011;Ponte da Barca;Município;Menos de 25 anos; pessoas;88.2
2011;Ponte da Barca;Município;Total; pessoas;581.7
2011;Ponte de Lima;Município;25-34; pessoas;429.3
2011;Ponte de Lima;Município;35-44; pessoas;457.2
2011;Ponte de Lima;Município;45-54; pessoas;484.8
2011;Ponte de Lima;Município;55 ou mais anos; pessoas;374.5
2011;Ponte de Lima;Município;Menos de 25 anos; pessoas;223.6
2011;Ponte de Lima;Município;Total; pessoas;1969.3
2011;Ponte de Sor;Município;25-34; pessoas;234.3
2011;Ponte de Sor;Município;35-44; pessoas;263.6
2011;Ponte de Sor;Município;45-54; pessoas;417.2
2011;Ponte de Sor;Município;55 ou mais anos; pessoas;267.3
2011;Ponte de Sor;Município;Menos de 25 anos; pessoas;127.4
2011;Ponte de Sor;Município;Total; pessoas;1309.8
2011;Portalegre;Município;25-34; pessoas;353.3
2011;Portalegre;Município;35-44; pessoas;259.4
2011;Portalegre;Município;45-54; pessoas;230.8
2011;Portalegre;Município;55 ou mais anos; pessoas;167.5
2011;Portalegre;Município;Menos de 25 anos; pessoas;206.6
2011;Portalegre;Município;Total; pessoas;1217.6
2011;Portel;Município;25-34; pessoas;77.7
2011;Portel;Município;35-44; pessoas;81.3
2011;Portel;Município;45-54; pessoas;82.3
2011;Portel;Município;55 ou mais anos; pessoas;69.4
2011;Portel;Município;Menos de 25 anos; pessoas;36.8
2011;Portel;Município;Total; pessoas;347.5
2011;Portimão;Município;25-34; pessoas;952.1
2011;Portimão;Município;35-44; pessoas;983.6
2011;Portimão;Município;45-54; pessoas;876.3
2011;Portimão;Município;55 ou mais anos; pessoas;614.6
2011;Portimão;Município;Menos de 25 anos; pessoas;402.2
